Load_data,,,,,,,,,,,,,,,,
Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,,
,,,,,,,,3728,12133,18891,10745,19510,20476,10312,,
,,,,,,,,3729,12604,19625,11220,20700,20827,10707,,
,,,,,,,,3730,13024,20271,11508,21755,20872,11117,,
,,,,,,,,3731,13563,21110,11780,23007,21131,11495,,
,,,,,,,,3732,13933,21690,12179,23355,21585,11883,,
,,,,,,,,3733,14035,21851,12406,23979,21686,12041,,
,,,,,,,,3734,13964,21740,12190,23415,21639,11759,,
,,,,,,,,3735,10873,16896,12170,23348,21611,12231,,
,,,,,,,,3736,10709,16645,12346,23892,22303,12739,,
,,,,,,,,3737,11009,17124,12577,24096,23284,13244,,
,,,,,,,,3738,10964,17071,12349,23519,23871,12533,,
,,,,,,,,3739,10433,16249,11527,21916,22549,11398,,
,,,,,,,,3740,9652,15026,10824,21135,20863,11185,,
,,,,,,,,3741,9792,15245,10101,19359,20260,10883,,
,,,,,,,,3742,9797,15259,9339,17516,18759,10197,,
,,,,,,,,3743,8215,12785,8636,16669,17220,9739,,
,,,,,,,,3744,6982,10848,8297,15103,16061,9283,,
,,,,,,,,3745,6484,10063,8196,15069,15216,9110,,
,,,,,,,,3746,7767,12076,8264,15377,14692,9022,,
,,,,,,,,3747,9297,14478,8336,15363,14677,8888,,
,,,,,,,,3748,9222,14358,8454,15481,14998,8912,,
,,,,,,,,3749,9330,14522,8783,15632,15884,9209,,
,,,,,,,,3750,9938,15467,9496,16576,17587,9709,,
,,,,,,,,3751,10843,16889,10263,17905,19725,10228,,
,,,,,,,,3752,11944,18604,10840,19241,20830,10515,,
,,,,,,,,3753,12467,19416,11082,20219,20917,10880,,
,,,,,,,,3754,12804,19931,11143,21050,20730,11222,,
,,,,,,,,3755,13187,20528,11183,22043,20665,11534,,
,,,,,,,,3756,13403,20866,11212,22300,20727,11789,,
,,,,,,,,3757,13467,20967,11164,22964,20658,11825,,
,,,,,,,,3758,13575,21135,10748,22206,20422,11286,,
,,,,,,,,3759,9901,15374,10568,22766,20067,11710,,
,,,,,,,,3760,10294,15995,10764,23383,20565,12257,,
,,,,,,,,3761,10759,16731,11021,23698,21275,12552,,
,,,,,,,,3762,11073,17237,11009,23307,21617,11788,,
,,,,,,,,3763,9990,15553,10374,21570,20679,10878,,
,,,,,,,,3764,8790,13674,9894,20983,19105,10743,,
,,,,,,,,3765,9135,14215,9437,19334,18980,10544,,
,,,,,,,,3766,7634,11867,8932,17512,18131,9784,,
,,,,,,,,3767,6580,10222,8295,15852,16312,9180,,
,,,,,,,,3768,5883,9128,7960,14684,14523,8978,,
,,,,,,,,3769,6313,9796,7890,14169,13998,8932,,
,,,,,,,,3770,7756,12060,7992,14651,13800,8997,,
,,,,,,,,3771,9337,14542,8059,14695,14265,8949,,
,,,,,,,,3772,9317,14508,8261,14798,14933,8935,,
,,,,,,,,3773,9480,14757,8647,15057,15883,9272,,
,,,,,,,,3774,9995,15559,9322,16028,17718,9773,,
,,,,,,,,3775,10798,16821,9956,17371,19784,10097,,
,,,,,,,,3776,11789,18361,10416,18683,20648,10369,,
,,,,,,,,3777,12269,19106,10587,19684,20616,10608,,
,,,,,,,,3778,12636,19669,10535,20668,20233,10800,,
,,,,,,,,3779,13120,20423,10557,21748,20097,11059,,
,,,,,,,,3780,13545,21086,10706,22138,20061,11284,,
,,,,,,,,3781,13666,21277,10755,22860,20106,11413,,
,,,,,,,,3782,13785,21462,10278,22150,19879,11095,,
,,,,,,,,3783,10469,16259,10150,22292,18853,11723,,
,,,,,,,,3784,10772,16738,10400,23061,19140,12277,,
,,,,,,,,3785,11421,17762,10714,23448,20000,12519,,
,,,,,,,,3786,11625,18097,10751,22886,20589,11662,,
,,,,,,,,3787,10599,16500,10264,21302,19453,10639,,
,,,,,,,,3788,9427,14666,9921,20497,18198,10408,,
,,,,,,,,3789,9472,14738,9433,18786,17873,10039,,
,,,,,,,,3790,8112,12611,8828,16991,16582,9318,,
,,,,,,,,3791,7073,10988,8107,15397,14999,8852,,
,,,,,,,,3792,6394,9923,7675,14424,13764,8634,,
,,,,,,,,3793,6638,10302,7731,14398,13161,8686,,
,,,,,,,,3794,7883,12256,7922,14815,13514,8716,,
,,,,,,,,3795,9466,14739,8054,14885,14070,8676,,
,,,,,,,,3796,9387,14611,8196,15009,14689,8701,,
,,,,,,,,3797,9545,14851,8551,15214,15573,9023,,
,,,,,,,,3798,9986,15536,9169,16141,17235,9562,,
,,,,,,,,3799,10739,16721,9857,17401,19268,10006,,
,,,,,,,,3800,11856,18463,10380,18818,20395,10132,,
,,,,,,,,3801,12485,19441,10606,19794,20622,10335,,
,,,,,,,,3802,12894,20070,10762,20843,20588,10635,,
,,,,,,,,3803,13511,21030,10912,21940,20726,10892,,
,,,,,,,,3804,14018,21824,11074,22306,20790,11090,,
,,,,,,,,3805,14235,22163,11117,23152,20780,11104,,
,,,,,,,,3806,14429,22465,10660,22639,20573,10869,,
,,,,,,,,3807,11379,17680,10555,22879,20404,11398,,
,,,,,,,,3808,11722,18223,10909,23686,21081,11665,,
,,,,,,,,3809,12248,19055,11191,24552,21809,12222,,
,,,,,,,,3810,12329,19198,11239,23616,22042,11696,,
,,,,,,,,3811,11147,17358,10670,21857,20872,10891,,
,,,,,,,,3812,9892,15395,10163,20805,19465,10567,,
,,,,,,,,3813,9918,15435,9762,19037,19201,10393,,
,,,,,,,,3814,8569,13325,9105,17194,17432,9564,,
,,,,,,,,3815,7394,11489,8495,15578,15828,9025,,
,,,,,,,,3816,6752,10481,8027,14623,15136,8893,,
,,,,,,,,3817,6942,10775,7964,14551,13895,8855,,
,,,,,,,,3818,8055,12521,8096,14955,13934,8970,,
,,,,,,,,3819,9533,14842,8187,14918,14317,8843,,
,,,,,,,,3820,9389,14614,8292,15000,14721,8791,,
,,,,,,,,3821,9654,15019,8617,15208,15619,9160,,
,,,,,,,,3822,10011,15575,9254,16135,17233,9626,,
,,,,,,,,3823,10755,16744,9957,17476,19264,10212,,
,,,,,,,,3824,11917,18557,10512,18988,20302,10450,,
,,,,,,,,3825,12614,19641,10805,20198,20437,10768,,
,,,,,,,,3826,13064,20334,10970,21256,20272,11066,,
,,,,,,,,3827,13652,21249,11172,22531,20384,11362,,
,,,,,,,,3828,14071,21906,11359,22969,20399,11705,,
,,,,,,,,3829,14206,22120,11453,23807,20412,11856,,
,,,,,,,,3830,14253,22192,11017,23297,20177,11522,,
,,,,,,,,3831,11036,17149,10967,23382,19344,12081,,
,,,,,,,,3832,11184,17386,11172,24771,19585,12710,,
,,,,,,,,3833,11579,18014,11401,24750,20457,13054,,
,,,,,,,,3834,11481,17879,11329,24081,20834,12375,,
,,,,,,,,3835,10301,16041,10661,22420,19867,11381,,
,,,,,,,,3836,9087,14142,10227,21356,18410,11042,,
,,,,,,,,3837,9047,14081,9868,19780,18282,10764,,
,,,,,,,,3838,7790,12112,9245,18169,16892,10012,,
,,,,,,,,3839,6873,10678,8451,16659,15549,9434,,
,,,,,,,,3840,6292,9761,7968,15032,14954,9240,,
,,,,,,,,3841,6705,10364,8099,15058,14716,8986,,
,,,,,,,,3842,7845,12149,8173,15094,14156,9138,,
,,,,,,,,3843,9472,14695,8287,14972,14331,8942,,
,,,,,,,,3844,9337,14478,8235,14648,14581,8757,,
,,,,,,,,3845,9262,14355,8255,14439,14741,8770,,
,,,,,,,,3846,9427,14611,8547,14873,15421,8907,,
,,,,,,,,3847,9678,15007,8932,15706,16543,9117,,
,,,,,,,,3848,10037,15572,9412,17127,17481,9490,,
,,,,,,,,3849,10709,16620,9918,18759,18408,10193,,
,,,,,,,,3850,11507,17868,10288,20344,19143,10753,,
,,,,,,,,3851,12136,18850,10570,21754,19615,11142,,
,,,,,,,,3852,12641,19641,10732,22230,19741,11480,,
,,,,,,,,3853,12892,20039,10840,23124,19810,11681,,
,,,,,,,,3854,12786,19874,10364,22581,19407,11130,,
,,,,,,,,3855,9430,14613,10166,23311,18315,11403,,
,,,,,,,,3856,9336,14463,10206,23448,18335,11622,,
,,,,,,,,3857,10397,16128,10228,22665,18792,11672,,
,,,,,,,,3858,10104,15677,9999,21879,18570,11855,,
,,,,,,,,3859,10629,16507,10153,21707,19009,11715,,
,,,,,,,,3860,10295,15983,10103,21402,18965,11253,,
,,,,,,,,3861,9380,14542,9672,19966,18614,10962,,
,,,,,,,,3862,8170,12650,9085,18514,17711,10197,,
,,,,,,,,3863,8269,12815,8390,16449,16375,9370,,
,,,,,,,,3864,7423,11494,7950,15474,14871,8861,,
,,,,,,,,3865,6369,9843,7667,15047,13699,8542,,
,,,,,,,,3866,7409,11474,7781,15063,13176,8605,,
,,,,,,,,3867,9093,14108,7912,14849,13747,8500,,
,,,,,,,,3868,9044,14024,7892,14482,13986,8302,,
,,,,,,,,3869,8923,13830,7895,14125,14040,8300,,
,,,,,,,,3870,8950,13871,8077,14397,14495,8337,,
,,,,,,,,3871,9004,13960,8379,15251,15424,8428,,
,,,,,,,,3872,9461,14679,8785,16615,16211,8678,,
,,,,,,,,3873,10379,16108,9150,18131,17141,9171,,
,,,,,,,,3874,10616,16486,9456,19593,17917,9515,,
,,,,,,,,3875,11275,17515,9726,21028,18381,9834,,
,,,,,,,,3876,11886,18469,9882,21522,18605,10124,,
,,,,,,,,3877,12380,19243,10023,22373,18812,10097,,
,,,,,,,,3878,12538,19488,9487,22054,18524,9862,,
,,,,,,,,3879,9498,14717,9347,22587,17180,10001,,
,,,,,,,,3880,9694,15019,9530,22915,17173,10318,,
,,,,,,,,3881,10201,15810,9720,23071,17676,10493,,
,,,,,,,,3882,10010,15518,9709,22715,17691,10764,,
,,,,,,,,3883,10590,16432,9862,22459,18211,10693,,
,,,,,,,,3884,10474,16249,9899,22389,18333,10487,,
,,,,,,,,3885,10372,16085,9413,20649,18037,10424,,
,,,,,,,,3886,9278,14377,8827,18930,16683,9622,,
,,,,,,,,3887,7866,12180,8072,17043,14990,8817,,
,,,,,,,,3888,6828,10565,7539,15800,13470,8094,,
,,,,,,,,3889,6447,10006,7305,14536,12379,8200,,
,,,,,,,,3890,7485,11635,7527,14954,12590,8376,,
,,,,,,,,3891,9032,14063,7746,15028,13343,8412,,
,,,,,,,,3892,9044,14076,7944,15177,13975,8464,,
,,,,,,,,3893,9215,14335,8326,15484,14763,8780,,
,,,,,,,,3894,9829,15290,8955,16459,16327,9318,,
,,,,,,,,3895,10621,16532,9686,17933,18400,9721,,
,,,,,,,,3896,11761,18313,10271,19509,19637,9985,,
,,,,,,,,3897,12521,19496,10544,20718,19926,10134,,
,,,,,,,,3898,13112,20409,10763,21888,19996,10410,,
,,,,,,,,3899,13890,21620,10984,23183,20325,10677,,
,,,,,,,,3900,14574,22688,11201,23646,20636,10872,,
,,,,,,,,3901,14946,23270,11360,24535,20874,10900,,
,,,,,,,,3902,15280,23790,10996,24101,20861,10399,,
,,,,,,,,3903,12456,19359,10923,24271,19963,11008,,
,,,,,,,,3904,12810,19918,11298,25116,20659,11540,,
,,,,,,,,3905,13430,20897,11695,25431,21472,12070,,
,,,,,,,,3906,13482,20997,11755,24884,21946,11413,,
,,,,,,,,3907,12328,19198,11122,23090,20857,10424,,
,,,,,,,,3908,10958,17054,10553,21963,19390,10220,,
,,,,,,,,3909,10766,16755,9991,19905,18836,9974,,
,,,,,,,,3910,9193,14296,9179,17877,17352,9421,,
,,,,,,,,3911,7884,12253,8415,16229,15590,8683,,
,,,,,,,,3912,6998,10864,7896,15208,14325,8487,,
,,,,,,,,3913,7125,11060,7879,15094,13636,8555,,
,,,,,,,,3914,8182,12717,8061,15399,13588,8614,,
,,,,,,,,3915,9612,14963,8177,15388,14012,8566,,
,,,,,,,,3916,9566,14886,8255,15462,14256,8594,,
,,,,,,,,3917,9679,15055,8586,15349,14895,8940,,
,,,,,,,,3918,10273,15978,9201,16457,16275,9449,,
,,,,,,,,3919,11173,17389,9905,17951,18239,9802,,
,,,,,,,,3920,12256,19082,10496,19357,19626,9940,,
,,,,,,,,3921,12889,20069,10818,20580,20102,10165,,
,,,,,,,,3922,13399,20856,11053,21763,20231,10507,,
,,,,,,,,3923,14158,22038,11332,23260,20586,10798,,
,,,,,,,,3924,14866,23145,11685,24187,21015,11172,,
,,,,,,,,3925,15314,23843,11913,25143,21205,11291,,
,,,,,,,,3926,15623,24325,11658,24568,21133,10856,,
,,,,,,,,3927,12795,19888,11822,24756,20506,11563,,
,,,,,,,,3928,13226,20566,12233,25536,21006,12122,,
,,,,,,,,3929,13749,21394,12525,25754,21959,12466,,
,,,,,,,,3930,13695,21327,12503,25192,22716,11735,,
,,,,,,,,3931,12413,19329,11721,23388,21516,10766,,
,,,,,,,,3932,11025,17160,11050,21971,20122,10596,,
,,,,,,,,3933,10687,16634,10478,20004,19472,10334,,
,,,,,,,,3934,9116,14177,9687,17865,18087,9619,,
,,,,,,,,3935,7813,12142,8881,16154,16343,9132,,
,,,,,,,,3936,7048,10942,8334,15145,15254,8697,,
,,,,,,,,3937,7176,11139,8273,15052,14230,8823,,
,,,,,,,,3938,8237,12802,8360,15254,13938,8956,,
,,,,,,,,3939,9706,15110,8367,15231,14210,8957,,
,,,,,,,,3940,9674,15054,8448,15301,14524,8930,,
,,,,,,,,3941,9749,15164,8678,15532,15125,9197,,
,,,,,,,,3942,10328,16064,9257,16406,16524,9707,,
,,,,,,,,3943,11153,17358,9903,17733,18456,10132,,
,,,,,,,,3944,12232,19045,10482,19277,19703,10243,,
,,,,,,,,3945,12789,19912,10932,20504,20179,10602,,
,,,,,,,,3946,13265,20648,11219,21801,20226,10934,,
,,,,,,,,3947,13928,21681,11484,23196,20543,11300,,
,,,,,,,,3948,14415,22444,11769,24052,20806,11672,,
,,,,,,,,3949,14700,22889,11939,25024,20979,11864,,
,,,,,,,,3950,14951,23280,11575,24674,20808,11570,,
,,,,,,,,3951,12256,19052,11492,24974,19628,12153,,
,,,,,,,,3952,12532,19487,11842,25514,20222,12838,,
,,,,,,,,3953,12974,20187,12078,25587,20974,13305,,
,,,,,,,,3954,13035,20300,12105,25549,21628,12561,,
,,,,,,,,3955,11829,18420,11396,23870,20494,11474,,
,,,,,,,,3956,10499,16340,10796,22681,18938,11279,,
,,,,,,,,3957,10321,16063,10278,20999,18485,10944,,
,,,,,,,,3958,8906,13851,9567,18974,17056,10191,,
,,,,,,,,3959,7681,11936,8717,16483,15391,9461,,
,,,,,,,,3960,6845,10626,8160,15559,14094,9158,,
,,,,,,,,3961,6939,10771,8139,15339,13549,9063,,
,,,,,,,,3962,8029,12478,8284,15545,13732,9154,,
,,,,,,,,3963,9579,14912,8423,15487,14312,9097,,
,,,,,,,,3964,9549,14860,8507,15572,14814,9042,,
,,,,,,,,3965,9635,14987,8826,15815,15561,9346,,
,,,,,,,,3966,10206,15875,9418,16816,17084,9838,,
,,,,,,,,3967,11062,17217,10177,18318,19132,10299,,
,,,,,,,,3968,12094,18831,10760,19925,20320,10502,,
,,,,,,,,3969,12783,19903,11102,21058,20564,10770,,
,,,,,,,,3970,13255,20632,11286,22148,20464,11082,,
,,,,,,,,3971,13863,21578,11552,23467,20692,11375,,
,,,,,,,,3972,14427,22462,11842,24100,20861,11630,,
,,,,,,,,3973,14691,22874,12023,24849,20999,11816,,
,,,,,,,,3974,14927,23241,11700,24312,20890,11658,,
,,,,,,,,3975,12200,18964,11680,24691,19981,12275,,
,,,,,,,,3976,12214,18991,11925,25267,20386,12847,,
,,,,,,,,3977,12689,19743,12180,25414,21115,13112,,
,,,,,,,,3978,12695,19770,12165,24808,21641,12292,,
,,,,,,,,3979,11495,17900,11510,23030,20477,11271,,
,,,,,,,,3980,10214,15897,10833,21916,18991,10901,,
,,,,,,,,3981,10045,15634,10330,20144,18667,10550,,
,,,,,,,,3982,8674,13489,9599,18280,17452,9844,,
,,,,,,,,3983,7485,11632,8812,16711,15917,9274,,
,,,,,,,,3984,6653,10328,8312,15628,14632,9124,,
,,,,,,,,3985,6891,10695,8262,15554,14000,8984,,
,,,,,,,,3986,7992,12422,8419,15806,13818,9144,,
,,,,,,,,3987,9468,14740,8512,15632,14338,9072,,
,,,,,,,,3988,9419,14658,8564,15620,14812,8983,,
,,,,,,,,3989,9508,14791,8824,15770,15477,9287,,
,,,,,,,,3990,10077,15675,9420,16751,16985,9731,,
,,,,,,,,3991,10947,17039,10148,18230,18907,10197,,
,,,,,,,,3992,11873,18487,10791,19804,20061,10402,,
,,,,,,,,3993,12571,19573,11021,20962,20317,10686,,
,,,,,,,,3994,13060,20329,11311,21946,20332,11026,,
,,,,,,,,3995,13633,21221,11640,23157,20528,11408,,
,,,,,,,,3996,14132,22004,11934,23688,20920,11727,,
,,,,,,,,3997,14341,22331,12063,24406,21044,11711,,
,,,,,,,,3998,14509,22593,11771,23805,20986,10953,,
,,,,,,,,3999,11868,18450,11617,23823,19869,10981,,
,,,,,,,,4000,12173,18930,11796,24642,20446,11226,,
,,,,,,,,4001,12683,19738,11936,24683,21196,11560,,
,,,,,,,,4002,12649,19701,11881,24080,21506,10999,,
,,,,,,,,4003,11404,17760,11187,22259,20237,10163,,
,,,,,,,,4004,10209,15890,10577,21221,18752,9927,,
,,,,,,,,4005,10172,15834,10038,19634,18345,9718,,
,,,,,,,,4006,8880,13811,9435,18088,17190,9277,,
,,,,,,,,4007,7877,12243,8721,16822,15714,8764,,
,,,,,,,,4008,7125,11060,8205,15849,14366,8664,,
,,,,,,,,4009,7358,11384,8243,15595,13589,8592,,
,,,,,,,,4010,8435,13072,8325,15462,13442,8656,,
,,,,,,,,4011,9894,15349,8394,15290,13938,8555,,
,,,,,,,,4012,9723,15074,8349,15031,14028,8433,,
,,,,,,,,4013,9591,14862,8328,14741,14041,8516,,
,,,,,,,,4014,9730,15077,8492,15077,14361,8685,,
,,,,,,,,4015,9936,15402,8944,16119,15367,8910,,
,,,,,,,,4016,10575,16406,9525,17612,16550,9241,,
,,,,,,,,4017,11386,17673,10115,19383,17764,9783,,
,,,,,,,,4018,12449,19334,10619,21233,18872,10186,,
,,,,,,,,4019,13337,20720,11052,22848,19636,10442,,
,,,,,,,,4020,14236,22125,11470,23633,20201,10902,,
,,,,,,,,4021,14922,23200,11740,24650,20715,10904,,
,,,,,,,,4022,15155,23562,11382,24002,20819,10210,,
,,,,,,,,4023,12347,19156,11340,23540,20188,10188,,
,,,,,,,,4024,12246,18995,11531,23534,20430,10302,,
,,,,,,,,4025,12414,19263,11635,23033,20748,10595,,
,,,,,,,,4026,12023,18664,11452,22359,20461,11022,,
,,,,,,,,4027,11966,18581,11455,22101,20554,11033,,
,,,,,,,,4028,11641,18072,11265,22129,20155,10897,,
,,,,,,,,4029,11541,17907,10723,20778,19429,10797,,
,,,,,,,,4030,10264,15907,10047,19052,18350,10081,,
,,,,,,,,4031,9167,14200,9214,17497,16789,9402,,
,,,,,,,,4032,8070,12489,8626,16164,15406,8715,,
,,,,,,,,4033,7781,12040,8294,15631,14253,8668,,
,,,,,,,,4034,8444,13081,8281,15574,13935,8884,,
,,,,,,,,4035,9807,15215,8320,15421,13897,8814,,
,,,,,,,,4036,9540,14794,8223,15068,13795,8671,,
,,,,,,,,4037,9441,14631,8090,14724,13629,8568,,
,,,,,,,,4038,9414,14588,8180,15132,13811,8675,,
,,,,,,,,4039,9462,14668,8600,16173,14744,8781,,
,,,,,,,,4040,9974,15475,9151,17844,15923,9136,,
,,,,,,,,4041,10847,16837,9778,19863,17289,9832,,
,,,,,,,,4042,11868,18433,10385,21828,18511,10455,,
,,,,,,,,4043,12813,19907,10894,23748,19305,11060,,
,,,,,,,,4044,13661,21231,11342,24710,19827,11655,,
,,,,,,,,4045,14334,22284,11731,25845,20262,11850,,
,,,,,,,,4046,14701,22853,11517,25356,20173,11622,,
,,,,,,,,4047,11970,18568,11552,25914,18962,11830,,
,,,,,,,,4048,11945,18526,11673,26082,19052,12460,,
,,,,,,,,4049,12136,18827,11639,25859,19411,12391,,
,,,,,,,,4050,11744,18227,11513,25042,19252,12811,,
,,,,,,,,4051,11776,18287,11523,24589,19549,12778,,
,,,,,,,,4052,11188,17368,11367,24463,19447,12401,,
,,,,,,,,4053,10713,16625,10752,22548,18862,12183,,
,,,,,,,,4054,9271,14371,9992,20620,17342,11342,,
,,,,,,,,4055,8073,12506,9165,18809,15662,10317,,
,,,,,,,,4056,6970,10787,8445,16732,14010,9297,,
,,,,,,,,4057,6708,10414,8161,16131,12932,9380,,
,,,,,,,,4058,7741,12032,8311,16329,13070,9484,,
,,,,,,,,4059,9386,14613,8477,16315,13783,9517,,
,,,,,,,,4060,9449,14706,8582,16383,14314,9437,,
,,,,,,,,4061,9642,14999,8876,16640,14987,9708,,
,,,,,,,,4062,10236,15922,9429,17632,16338,10339,,
,,,,,,,,4063,11128,17320,10336,19388,18321,10948,,
,,,,,,,,4064,12249,19073,11144,21212,19826,11329,,
,,,,,,,,4065,12959,20180,11671,22839,20523,11852,,
,,,,,,,,4066,13525,21055,12003,24296,20768,12411,,
,,,,,,,,4067,14230,22153,12355,25917,21185,13013,,
,,,,,,,,4068,14915,23225,12616,26545,21484,13374,,
,,,,,,,,4069,15301,23827,12706,27187,21665,13512,,
,,,,,,,,4070,15564,24238,12335,26420,21542,13202,,
,,,,,,,,4071,12700,19744,12266,26242,20541,13809,,
,,,,,,,,4072,12955,20147,12479,26834,21245,14483,,
,,,,,,,,4073,13423,20890,12659,26992,22001,15050,,
,,,,,,,,4074,13328,20759,12487,26205,22483,14330,,
,,,,,,,,4075,12019,18719,11728,24691,21109,12929,,
,,,,,,,,4076,10556,16432,11019,23257,19409,12464,,
,,,,,,,,4077,10195,15870,10397,21430,18936,11946,,
,,,,,,,,4078,8601,13376,9696,19405,17553,11057,,
,,,,,,,,4079,7371,11454,8885,17516,16199,10225,,
,,,,,,,,4080,6624,10282,8424,16293,14798,9830,,
,,,,,,,,4081,6856,10638,8348,16048,13839,9803,,
,,,,,,,,4082,7880,12245,8499,16251,13738,9830,,
,,,,,,,,4083,9526,14830,8622,16164,14205,9668,,
,,,,,,,,4084,9499,14783,8705,16088,14740,9559,,
,,,,,,,,4085,9573,14892,8975,16279,15422,9853,,
,,,,,,,,4086,10186,15844,9618,17334,16923,10313,,
,,,,,,,,4087,10986,17099,10348,18823,18817,11006,,
,,,,,,,,4088,11927,18573,10914,20453,20004,11392,,
,,,,,,,,4089,12552,19547,11265,21731,20478,11819,,
,,,,,,,,4090,13001,20239,11444,22819,20515,12264,,
,,,,,,,,4091,13515,21041,11667,24218,20750,12669,,
,,,,,,,,4092,14141,22020,11903,24861,20987,13012,,
,,,,,,,,4093,14457,22514,11994,25710,21122,13122,,
,,,,,,,,4094,14687,22872,11629,25161,20962,12905,,
,,,,,,,,4095,11544,17940,11528,26189,20078,13461,,
,,,,,,,,4096,12055,18743,11821,26875,20508,13970,,
,,,,,,,,4097,12716,19786,12121,27050,21119,14379,,
,,,,,,,,4098,12939,20150,12074,26491,21535,13481,,
,,,,,,,,4099,11931,18578,11449,24442,20317,12267,,
,,,,,,,,4100,10634,16549,10843,23121,18890,11824,,
,,,,,,,,4101,10461,16281,10333,20497,18539,11371,,
,,,,,,,,4102,8965,13941,9549,18576,17169,10516,,
,,,,,,,,4103,7666,11911,8843,16615,15568,9798,,
,,,,,,,,4104,6848,10629,8437,15528,14292,9410,,
,,,,,,,,4105,6857,10640,8294,15410,13573,9302,,
,,,,,,,,4106,7970,12385,8480,15778,13665,9378,,
,,,,,,,,4107,9667,15048,8608,15777,14320,9307,,
,,,,,,,,4108,9668,15045,8700,15794,14940,9267,,
,,,,,,,,4109,9776,15207,8999,16047,15567,9501,,
,,,,,,,,4110,10258,15955,9594,17009,16939,9959,,
,,,,,,,,4111,10923,17001,10184,18421,18673,10380,,
,,,,,,,,4112,11853,18457,10717,20149,19766,10452,,
,,,,,,,,4113,12644,19689,11010,21404,20118,10638,,
,,,,,,,,4114,13205,20556,11197,22680,20213,10804,,
,,,,,,,,4115,13996,21788,11437,24077,20472,11136,,
,,,,,,,,4116,14727,22930,11715,24876,20782,11218,,
,,,,,,,,4117,15144,23581,11916,25789,21087,11370,,
,,,,,,,,4118,15452,24059,11527,25272,21034,10917,,
,,,,,,,,4119,12591,19569,11516,25560,20117,11538,,
,,,,,,,,4120,13173,20485,11928,26353,20786,12096,,
,,,,,,,,4121,13839,21535,12345,26629,21713,12364,,
,,,,,,,,4122,13950,21726,12380,26067,22228,11665,,
,,,,,,,,4123,12759,19869,11690,24171,21024,10697,,
,,,,,,,,4124,11310,17604,11083,22807,19468,10641,,
,,,,,,,,4125,10895,16959,10518,20656,18925,10263,,
,,,,,,,,4126,9274,14424,9767,18650,17631,9581,,
,,,,,,,,4127,8056,12522,8918,16812,16031,9034,,
,,,,,,,,4128,7277,11300,8424,15698,14646,8703,,
,,,,,,,,4129,7144,11088,8326,15565,13929,8857,,
,,,,,,,,4130,8079,12555,8471,15839,13922,9023,,
,,,,,,,,4131,9680,15069,8635,15897,14352,9059,,
,,,,,,,,4132,9730,15140,8743,15944,14697,9105,,
,,,,,,,,4133,9760,15181,8976,16197,15032,9385,,
,,,,,,,,4134,10266,15968,9531,17219,16239,9933,,
,,,,,,,,4135,11055,17206,10206,18713,17989,10438,,
,,,,,,,,4136,12000,18687,10863,20394,19370,10787,,
,,,,,,,,4137,12612,19639,11285,21816,20084,10978,,
,,,,,,,,4138,13099,20392,11638,23227,20376,11323,,
,,,,,,,,4139,13727,21370,12014,24774,20854,11688,,
,,,,,,,,4140,14306,22277,12398,25583,21329,12036,,
,,,,,,,,4141,14602,22739,12747,26582,21796,12253,,
,,,,,,,,4142,14805,23055,12537,26071,21984,12059,,
,,,,,,,,4143,11806,18351,12535,26307,21354,12715,,
,,,,,,,,4144,12007,18670,12869,27009,22030,13400,,
,,,,,,,,4145,12455,19381,13165,27153,22931,13984,,
,,,,,,,,4146,12412,19331,13164,26397,23441,13104,,
,,,,,,,,4147,11160,17380,12582,24556,22057,11993,,
,,,,,,,,4148,9868,15359,11851,23270,20313,11844,,
,,,,,,,,4149,9692,15086,11175,21455,19590,11554,,
,,,,,,,,4150,8302,12910,10367,19549,18156,10655,,
,,,,,,,,4151,7235,11243,9607,17774,16581,10077,,
,,,,,,,,4152,6514,10110,8984,16710,15283,9574,,
,,,,,,,,4153,6714,10418,8744,16471,14567,9626,,
,,,,,,,,4154,7724,12003,8865,16638,14298,9711,,
,,,,,,,,4155,9533,14841,8952,16518,14642,9663,,
,,,,,,,,4156,9524,14821,9013,16476,14808,9618,,
,,,,,,,,4157,9619,14964,9243,16636,15171,9825,,
,,,,,,,,4158,9989,15539,9795,17696,16315,10333,,
,,,,,,,,4159,10688,16638,10505,19331,18042,10851,,
,,,,,,,,4160,11700,18220,11277,20936,19615,11163,,
,,,,,,,,4161,12363,19251,11754,22295,20332,11551,,
,,,,,,,,4162,12732,19820,12030,23460,20676,11917,,
,,,,,,,,4163,13266,20651,12379,24860,21153,12392,,
,,,,,,,,4164,13849,21563,12647,25451,21568,12843,,
,,,,,,,,4165,13958,21735,12881,26292,21881,13159,,
,,,,,,,,4166,14016,21826,12547,25602,21830,13022,,
,,,,,,,,4167,10792,16771,12340,25666,21864,13403,,
,,,,,,,,4168,11013,17122,12497,26187,22173,14002,,
,,,,,,,,4169,11450,17815,12646,26463,22919,14603,,
,,,,,,,,4170,11467,17858,12647,25356,23506,13916,,
,,,,,,,,4171,10294,16030,11917,23365,21777,12890,,
,,,,,,,,4172,9101,14164,11185,22360,20176,12402,,
,,,,,,,,4173,9066,14111,10567,20529,19370,11930,,
