Load_data,,,,,,,,,,,,,,,,
Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,,
,,,,,,,,1826,9149,14234,7883,13555,16142,7863,,
,,,,,,,,1827,8897,13842,7898,13454,16208,7864,,
,,,,,,,,1828,8768,13646,7955,13466,16341,8016,,
,,,,,,,,1829,8789,13678,8200,13672,16899,8238,,
,,,,,,,,1830,9104,14169,8630,14126,17991,8558,,
,,,,,,,,1831,9676,15071,9068,14595,19515,8613,,
,,,,,,,,1832,10033,15617,9501,15118,20721,8905,,
,,,,,,,,1833,10671,16608,9919,15845,21946,9456,,
,,,,,,,,1834,11531,17946,10161,16482,22736,9681,,
,,,,,,,,1835,12148,18913,10301,16930,23076,9897,,
,,,,,,,,1836,12468,19403,10408,17341,22876,10117,,
,,,,,,,,1837,12651,19690,10417,17507,22603,10091,,
,,,,,,,,1838,12531,19499,10321,17215,21990,9992,,
,,,,,,,,1839,11688,18177,10151,16601,21084,9968,,
,,,,,,,,1840,11645,18115,10236,16503,21006,10113,,
,,,,,,,,1841,10488,16305,10239,16555,21003,10198,,
,,,,,,,,1842,9789,15223,10194,17130,20767,10544,,
,,,,,,,,1843,10602,16491,10710,17764,21836,10417,,
,,,,,,,,1844,11451,17813,10787,17772,22275,10175,,
,,,,,,,,1845,11869,18466,10263,16799,21523,9858,,
,,,,,,,,1846,11001,17110,9568,15653,19863,9340,,
,,,,,,,,1847,10830,16848,8952,14619,18304,8564,,
,,,,,,,,1848,10204,15884,8627,14477,17041,8256,,
,,,,,,,,1849,9756,15193,8243,14032,16677,8087,,
,,,,,,,,1850,9342,14553,8013,13692,16707,7989,,
,,,,,,,,1851,9147,14249,8010,13614,16740,8004,,
,,,,,,,,1852,9028,14068,8046,13639,16875,8089,,
,,,,,,,,1853,9022,14057,8293,13809,17374,8253,,
,,,,,,,,1854,9251,14413,8675,14202,18378,8477,,
,,,,,,,,1855,9701,15128,9134,14664,19796,8559,,
,,,,,,,,1856,9820,15300,9533,15365,20860,8842,,
,,,,,,,,1857,10332,16096,9951,16143,21982,9455,,
,,,,,,,,1858,10887,16962,10236,16869,22725,9726,,
,,,,,,,,1859,11316,17637,10433,17405,23096,10063,,
,,,,,,,,1860,11512,17933,10524,17759,22943,10419,,
,,,,,,,,1861,11675,18187,10641,17799,23020,10563,,
,,,,,,,,1862,11571,18021,10523,17580,22636,10539,,
,,,,,,,,1863,10759,16746,10354,17190,22151,10258,,
,,,,,,,,1864,8997,13983,10184,16700,22076,10650,,
,,,,,,,,1865,8766,13624,10204,17011,22338,10606,,
,,,,,,,,1866,8314,12925,10409,17725,22210,11124,,
,,,,,,,,1867,9548,14847,11125,19032,23581,11486,,
,,,,,,,,1868,10438,16223,11329,18992,24379,11473,,
,,,,,,,,1869,10707,16641,10743,17172,23641,10940,,
,,,,,,,,1870,9402,14602,9796,16127,21676,10014,,
,,,,,,,,1871,9764,15184,8900,14599,19958,9087,,
,,,,,,,,1872,7714,11992,8557,14209,18222,8410,,
,,,,,,,,1873,7951,12406,8358,14497,17565,8407,,
,,,,,,,,1874,9351,14606,8475,14734,17788,8388,,
,,,,,,,,1875,9211,14392,8550,14949,17987,8513,,
,,,,,,,,1876,9225,14414,8909,15562,18741,8810,,
,,,,,,,,1877,9515,14866,9664,16642,20238,9360,,
,,,,,,,,1878,10276,16055,10750,17880,22946,10326,,
,,,,,,,,1879,11731,18343,11536,18601,25520,10717,,
,,,,,,,,1880,12592,19675,11719,18719,26423,10635,,
,,,,,,,,1881,12780,19953,11559,18520,25754,10643,,
,,,,,,,,1882,12710,19827,11403,18342,24860,10783,,
,,,,,,,,1883,12786,19943,11308,18312,24386,10828,,
,,,,,,,,1884,12674,19757,11244,18308,23874,10925,,
,,,,,,,,1885,12592,19626,11186,18139,23577,10972,,
,,,,,,,,1886,12448,19396,11035,18135,23194,10942,,
,,,,,,,,1887,11194,17426,10793,17724,22527,11192,,
,,,,,,,,1888,9995,15552,10834,18074,22839,11345,,
,,,,,,,,1889,9584,14915,11073,18810,23791,12156,,
,,,,,,,,1890,9904,15430,11524,19359,25048,11716,,
,,,,,,,,1891,9282,14457,11195,19021,24581,10854,,
,,,,,,,,1892,9920,15451,10903,17961,23233,10797,,
,,,,,,,,1893,9345,14553,10331,16672,22317,10433,,
,,,,,,,,1894,7535,11719,9202,15306,20426,9597,,
,,,,,,,,1895,6727,10461,8680,14393,18843,8805,,
,,,,,,,,1896,7887,12287,8231,14437,17866,8694,,
,,,,,,,,1897,8747,13640,8455,15080,17199,8690,,
,,,,,,,,1898,9401,14673,8618,15409,17428,8655,,
,,,,,,,,1899,9185,14343,8678,15695,17494,8739,,
,,,,,,,,1900,9206,14378,8960,16403,18006,9087,,
,,,,,,,,1901,9377,14646,9656,17618,19245,9659,,
,,,,,,,,1902,10170,15884,10606,18781,21579,10487,,
,,,,,,,,1903,11732,18335,11249,19042,24095,10888,,
,,,,,,,,1904,12466,19471,11337,18626,24803,10709,,
,,,,,,,,1905,12553,19591,11269,18203,24504,10651,,
,,,,,,,,1906,12411,19353,11082,17720,23841,10715,,
,,,,,,,,1907,12491,19470,11079,17578,23852,10710,,
,,,,,,,,1908,12478,19440,11075,17491,23704,10779,,
,,,,,,,,1909,12475,19432,11031,17418,23533,10763,,
,,,,,,,,1910,12407,19325,10787,16718,23358,10610,,
,,,,,,,,1911,10235,15917,10535,15707,23523,10667,,
,,,,,,,,1912,9159,14234,10718,16098,24145,11100,,
,,,,,,,,1913,9316,14490,11071,17479,25494,11386,,
,,,,,,,,1914,9724,15143,11335,17648,26508,10877,,
,,,,,,,,1915,9232,14378,11115,17426,25607,10528,,
,,,,,,,,1916,9297,14473,10567,16523,24233,10275,,
,,,,,,,,1917,9186,14303,9791,15669,23022,9663,,
,,,,,,,,1918,7437,11566,9034,15151,21371,8826,,
,,,,,,,,1919,6373,9903,8409,13459,19526,8264,,
,,,,,,,,1920,6529,10150,8230,13340,18372,8286,,
,,,,,,,,1921,7799,12142,8208,14035,17857,8529,,
,,,,,,,,1922,9000,14032,8286,14510,17745,8552,,
,,,,,,,,1923,8834,13781,8323,14710,17828,8637,,
,,,,,,,,1924,8839,13791,8563,15357,18428,8842,,
,,,,,,,,1925,9082,14170,9205,16528,19901,9457,,
,,,,,,,,1926,9807,15303,10286,17657,22430,10270,,
,,,,,,,,1927,11243,17556,10882,18018,24944,10598,,
,,,,,,,,1928,12066,18830,10990,17713,25620,10449,,
,,,,,,,,1929,12181,18996,10894,17341,25088,10384,,
,,,,,,,,1930,12146,18924,10735,17091,24276,10383,,
,,,,,,,,1931,12333,19210,10666,17127,23916,10429,,
,,,,,,,,1932,12492,19454,10655,17176,23545,10498,,
,,,,,,,,1933,12613,19642,10619,17174,23265,10521,,
,,,,,,,,1934,12619,19651,10376,16515,22860,10595,,
,,,,,,,,1935,10295,16004,10058,15662,22820,10581,,
,,,,,,,,1936,9615,14942,10220,16265,23177,11193,,
,,,,,,,,1937,9849,15319,10638,16848,24737,11651,,
,,,,,,,,1938,10167,15831,10816,18223,25672,10842,,
,,,,,,,,1939,9575,14912,10606,17385,25169,10241,,
,,,,,,,,1940,9494,14779,10155,16210,23868,10030,,
,,,,,,,,1941,9297,14475,9526,15186,22992,9376,,
,,,,,,,,1942,7425,11546,8760,14164,21229,8540,,
,,,,,,,,1943,6299,9787,8156,13619,19539,8117,,
,,,,,,,,1944,6121,9505,7955,13034,18380,8052,,
,,,,,,,,1945,7528,11711,8058,13402,17891,8292,,
,,,,,,,,1946,8777,13674,8186,13857,17825,8316,,
,,,,,,,,1947,8488,13228,8245,14008,17971,8375,,
,,,,,,,,1948,8455,13179,8504,14594,18547,8638,,
,,,,,,,,1949,8693,13551,9188,15634,19853,9207,,
,,,,,,,,1950,9368,14606,10105,16709,22228,10108,,
,,,,,,,,1951,10806,16862,10611,17155,24521,10396,,
,,,,,,,,1952,11605,18103,10852,17171,25169,10274,,
,,,,,,,,1953,11839,18457,10738,17036,24683,10190,,
,,,,,,,,1954,11897,18532,10599,17063,23762,10226,,
,,,,,,,,1955,12165,18947,10524,17225,23251,10346,,
,,,,,,,,1956,12389,19294,10494,17422,22647,10409,,
,,,,,,,,1957,12469,19419,10450,17555,22313,10443,,
,,,,,,,,1958,12481,19438,10241,17051,21943,10343,,
,,,,,,,,1959,10149,15779,9940,16373,21662,10200,,
,,,,,,,,1960,9477,14731,10072,17016,22046,10858,,
,,,,,,,,1961,9753,15171,10405,18117,23047,11131,,
,,,,,,,,1962,9984,15547,10661,18441,23968,10385,,
,,,,,,,,1963,9552,14879,10395,18055,23193,9951,,
,,,,,,,,1964,9731,15154,10083,17177,22035,9795,,
,,,,,,,,1965,9641,15014,9479,15601,21319,9167,,
,,,,,,,,1966,8066,12552,8702,14252,19464,8330,,
,,,,,,,,1967,7002,10891,8126,13196,17787,7903,,
,,,,,,,,1968,6653,10342,7843,12644,16764,7873,,
,,,,,,,,1969,7756,12072,7918,13319,16755,8198,,
,,,,,,,,1970,8802,13717,7992,13669,17171,8184,,
,,,,,,,,1971,8626,13448,8015,13744,17328,8250,,
,,,,,,,,1972,8634,13463,8281,14191,17994,8475,,
,,,,,,,,1973,8817,13749,8985,15000,19438,9050,,
,,,,,,,,1974,9542,14881,9898,15826,21833,9780,,
,,,,,,,,1975,10983,17142,10565,16429,24384,10120,,
,,,,,,,,1976,11796,18404,10828,16719,25210,10212,,
,,,,,,,,1977,12064,18811,10767,16854,24570,10092,,
,,,,,,,,1978,12122,18887,10601,17040,23519,10089,,
,,,,,,,,1979,12304,19167,10513,17262,22731,10208,,
,,,,,,,,1980,12335,19213,10459,17635,22112,10382,,
,,,,,,,,1981,12278,19124,10327,17801,21527,10344,,
,,,,,,,,1982,12205,19011,10061,17282,20893,9977,,
,,,,,,,,1983,10294,16013,9751,16653,20061,9832,,
,,,,,,,,1984,9680,15055,9807,17094,19999,10215,,
,,,,,,,,1985,9881,15379,10002,18082,20592,10708,,
,,,,,,,,1986,9847,15339,10093,17741,21229,10079,,
,,,,,,,,1987,9212,14350,9806,17613,20709,9538,,
,,,,,,,,1988,9041,14078,9399,16577,19980,9364,,
,,,,,,,,1989,8805,13712,8849,14886,19628,8751,,
,,,,,,,,1990,7516,11694,8305,13799,18394,8044,,
,,,,,,,,1991,6844,10644,7767,13581,17358,7580,,
,,,,,,,,1992,7534,11724,7576,12797,15945,7842,,
,,,,,,,,1993,8211,12757,7816,13472,16164,7923,,
,,,,,,,,1994,8809,13701,7825,13504,16243,7947,,
,,,,,,,,1995,8705,13540,7809,13419,16317,7873,,
,,,,,,,,1996,8706,13545,7929,13467,16526,8007,,
,,,,,,,,1997,8719,13565,8180,13714,17042,8254,,
,,,,,,,,1998,9058,14092,8583,14071,18100,8528,,
,,,,,,,,1999,9498,14789,8993,14553,19481,8626,,
,,,,,,,,2000,9684,15064,9335,15056,20460,9035,,
,,,,,,,,2001,10355,16105,9672,15756,21275,9346,,
,,,,,,,,2002,11078,17229,9807,16424,21644,9564,,
,,,,,,,,2003,11564,17992,9841,16877,21469,9824,,
,,,,,,,,2004,11692,18185,9859,17345,20939,9968,,
,,,,,,,,2005,11862,18453,9814,17725,20561,9910,,
,,,,,,,,2006,11739,18260,9616,17086,19894,9477,,
,,,,,,,,2007,9898,15373,9411,16341,19351,9275,,
,,,,,,,,2008,9114,14146,9157,16298,18984,9382,,
,,,,,,,,2009,8594,13334,9240,16164,19030,9206,,
,,,,,,,,2010,8371,12996,9254,16350,18666,9560,,
,,,,,,,,2011,8745,13580,9719,17005,19823,9936,,
,,,,,,,,2012,9608,14922,9766,16674,20379,9744,,
,,,,,,,,2013,9427,14633,9202,15598,19984,9312,,
,,,,,,,,2014,7923,12282,8551,14482,18638,8626,,
,,,,,,,,2015,7011,10855,8051,13701,17186,8183,,
,,,,,,,,2016,7571,11746,7771,13432,15998,7942,,
,,,,,,,,2017,8517,13243,7624,13511,15684,7840,,
,,,,,,,,2018,8763,13639,7565,13343,15398,7823,,
,,,,,,,,2019,8660,13480,7534,13169,15388,7786,,
,,,,,,,,2020,8573,13348,7590,13093,15570,7903,,
,,,,,,,,2021,8557,13323,7779,13247,15999,8129,,
,,,,,,,,2022,8696,13539,8101,13467,16898,8271,,
,,,,,,,,2023,9084,14151,8531,13978,18219,8338,,
,,,,,,,,2024,9182,14292,8883,14550,19162,8640,,
,,,,,,,,2025,9776,15217,9227,15330,19982,9092,,
,,,,,,,,2026,10357,16120,9414,16019,20336,9316,,
,,,,,,,,2027,10829,16861,9542,16674,20306,9524,,
,,,,,,,,2028,11151,17351,9625,17281,20085,9771,,
,,,,,,,,2029,11493,17884,9715,17680,20081,9825,,
,,,,,,,,2030,11519,17922,9647,17303,19776,9749,,
,,,,,,,,2031,9974,15498,9343,16529,19373,9470,,
,,,,,,,,2032,9118,14158,9442,16863,19359,9760,,
,,,,,,,,2033,9314,14468,9349,16519,19705,9624,,
,,,,,,,,2034,9133,14192,9417,16796,20123,10110,,
,,,,,,,,2035,9432,14657,9858,17734,20879,10504,,
,,,,,,,,2036,10344,16075,9981,17489,21295,10339,,
,,,,,,,,2037,10218,15870,9292,16142,20179,10110,,
,,,,,,,,2038,8727,13540,8604,14412,18195,9082,,
,,,,,,,,2039,7795,12090,8088,13369,16462,8707,,
,,,,,,,,2040,10105,15728,7547,12923,15436,8011,,
,,,,,,,,2041,9084,14167,7457,13089,14789,7934,,
,,,,,,,,2042,8774,13689,7492,13295,15000,7903,,
,,,,,,,,2043,8620,13456,7505,13323,15120,7897,,
,,,,,,,,2044,8721,13615,7791,13816,15750,8164,,
,,,,,,,,2045,8992,14038,8496,14732,17107,8703,,
,,,,,,,,2046,9793,15289,9483,15693,19431,9449,,
,,,,,,,,2047,11258,17588,10195,16356,21822,9819,,
,,,,,,,,2048,12097,18889,10499,16789,22793,10015,,
,,,,,,,,2049,12336,19249,10545,16997,22805,10007,,
,,,,,,,,2050,12355,19264,10513,17201,22428,10164,,
,,,,,,,,2051,12550,19564,10499,17534,22179,10296,,
,,,,,,,,2052,12620,19664,10557,17804,21972,10385,,
,,,,,,,,2053,12620,19662,10531,17976,21624,10329,,
,,,,,,,,2054,12461,19413,10380,17514,21149,10202,,
,,,,,,,,2055,10135,15765,10029,16728,20605,10400,,
,,,,,,,,2056,9279,14428,10203,17027,20674,10811,,
,,,,,,,,2057,9432,14676,10477,17333,21562,11134,,
,,,,,,,,2058,9793,15255,10703,17788,22251,10546,,
,,,,,,,,2059,9322,14521,10356,17639,21654,9977,,
,,,,,,,,2060,9498,14791,9749,16467,21027,9668,,
,,,,,,,,2061,9867,15373,9110,15058,20090,8991,,
,,,,,,,,2062,8071,12561,8328,13508,18493,8237,,
,,,,,,,,2063,6548,10183,7784,12539,16975,7867,,
,,,,,,,,2064,6385,9930,7438,12687,15931,7917,,
,,,,,,,,2065,8054,12547,7670,13109,15583,8035,,
,,,,,,,,2066,9061,14135,7804,13463,15637,8015,,
,,,,,,,,2067,8935,13945,7874,13512,15776,8132,,
,,,,,,,,2068,8956,13979,8126,14017,16170,8330,,
,,,,,,,,2069,9201,14362,8831,14977,17430,8907,,
,,,,,,,,2070,9893,15443,9669,16068,19553,9600,,
,,,,,,,,2071,11313,17672,10229,16691,21772,9910,,
,,,,,,,,2072,12025,18775,10408,16873,22551,9837,,
,,,,,,,,2073,12261,19128,10438,16972,22469,9744,,
,,,,,,,,2074,12293,19162,10357,17161,22040,9894,,
,,,,,,,,2075,12521,19512,10313,17510,21834,10020,,
,,,,,,,,2076,12624,19665,10303,17810,21615,10170,,
,,,,,,,,2077,12745,19853,10263,18014,21449,10262,,
,,,,,,,,2078,12710,19796,10060,17544,21082,10178,,
,,,,,,,,2079,11084,17245,9685,16888,20967,10335,,
,,,,,,,,2080,10513,16355,9786,17454,21714,10609,,
,,,,,,,,2081,10337,16086,10167,18082,22773,10876,,
,,,,,,,,2082,10578,16477,10377,18313,23651,10238,,
,,,,,,,,2083,9931,15468,10111,17861,22952,9750,,
,,,,,,,,2084,9905,15423,9640,16729,21657,9560,,
,,,,,,,,2085,9729,15152,9036,15281,20786,9108,,
,,,,,,,,2086,8960,13951,8372,13792,19019,8359,,
,,,,,,,,2087,7794,12131,7888,12716,17624,7837,,
,,,,,,,,2088,7629,11876,7432,12516,16407,7790,,
,,,,,,,,2089,8270,12881,7632,13179,15729,8058,,
,,,,,,,,2090,9187,14326,7703,13501,15451,8021,,
,,,,,,,,2091,8968,13992,7735,13543,15455,8057,,
,,,,,,,,2092,8967,13992,7980,14013,15953,8292,,
,,,,,,,,2093,9210,14371,8664,14897,17141,8860,,
,,,,,,,,2094,10005,15612,9501,15862,19303,9573,,
,,,,,,,,2095,11307,17657,10083,16556,21476,9760,,
,,,,,,,,2096,12070,18838,10284,16773,22205,9651,,
,,,,,,,,2097,12225,19065,10354,16939,22073,9532,,
,,,,,,,,2098,12193,18999,10307,17200,21682,9660,,
,,,,,,,,2099,12405,19324,10296,17536,21647,9865,,
,,,,,,,,2100,12516,19492,10308,17939,21647,9998,,
,,,,,,,,2101,12552,19547,10364,18174,21557,10045,,
,,,,,,,,2102,12533,19518,10145,17769,21298,9906,,
,,,,,,,,2103,11728,18253,9889,17385,20644,10009,,
,,,,,,,,2104,10481,16303,10019,17858,20812,10582,,
,,,,,,,,2105,10469,16292,10455,18349,21873,10882,,
,,,,,,,,2106,10709,16681,10696,18441,22902,10264,,
,,,,,,,,2107,10017,15604,10360,17991,22489,9755,,
,,,,,,,,2108,9328,14521,9865,16872,21270,9510,,
,,,,,,,,2109,9720,15138,9325,15517,20538,8993,,
,,,,,,,,2110,9107,14181,8625,14124,18786,8214,,
,,,,,,,,2111,7706,11990,7914,12920,17144,7951,,
,,,,,,,,2112,6572,10212,7804,12921,16102,7880,,
,,,,,,,,2113,8672,13507,7740,13393,16024,8000,,
,,,,,,,,2114,9043,14096,7758,13605,15814,7978,,
,,,,,,,,2115,8834,13775,7772,13628,15836,7960,,
,,,,,,,,2116,8786,13701,8015,14085,16241,8159,,
,,,,,,,,2117,9043,14103,8717,14954,17452,8710,,
,,,,,,,,2118,9809,15298,9525,15881,19635,9443,,
,,,,,,,,2119,10991,17157,10103,16620,21806,9730,,
,,,,,,,,2120,11773,18367,10354,16960,22661,9793,,
,,,,,,,,2121,12060,18802,10440,17181,22596,9744,,
,,,,,,,,2122,12163,18945,10422,17401,22357,9859,,
,,,,,,,,2123,12412,19330,10430,17783,22320,9956,,
,,,,,,,,2124,12590,19606,10454,18224,22355,10073,,
,,,,,,,,2125,12733,19829,10472,18544,22325,10146,,
,,,,,,,,2126,12768,19882,10289,18123,22203,10098,,
,,,,,,,,2127,11025,17148,10125,17672,22151,10241,,
,,,,,,,,2128,10756,16732,10258,18352,22994,10689,,
,,,,,,,,2129,10605,16503,10550,18668,24014,11074,,
,,,,,,,,2130,10299,16037,10696,18601,24785,10435,,
,,,,,,,,2131,9776,15227,10340,18252,23644,9950,,
,,,,,,,,2132,9769,15211,9892,16949,22212,9636,,
,,,,,,,,2133,9587,14928,9367,15550,21423,9027,,
,,,,,,,,2134,8216,12784,8733,14077,19691,8317,,
,,,,,,,,2135,7393,11499,8034,13031,17879,7985,,
,,,,,,,,2136,7263,11298,7632,12864,16756,7918,,
,,,,,,,,2137,8721,13579,7666,13387,16041,8004,,
,,,,,,,,2138,9030,14067,7722,13653,15710,7920,,
,,,,,,,,2139,8838,13772,7731,13635,15644,7878,,
,,,,,,,,2140,8801,13716,7959,14112,16044,8034,,
,,,,,,,,2141,9015,14050,8512,14929,17054,8553,,
,,,,,,,,2142,9542,14875,9264,15731,19057,9173,,
,,,,,,,,2143,10628,16584,9808,16379,21247,9428,,
,,,,,,,,2144,11445,17854,10169,16816,22267,9598,,
,,,,,,,,2145,11821,18427,10285,17138,22363,9713,,
,,,,,,,,2146,11949,18612,10214,17497,22006,10004,,
,,,,,,,,2147,12247,19072,10324,17925,22191,10056,,
,,,,,,,,2148,12398,19307,10343,18320,21954,10012,,
,,,,,,,,2149,12479,19433,10291,18575,21922,9869,,
,,,,,,,,2150,12472,19422,10117,18167,21742,9577,,
,,,,,,,,2151,10696,16637,9807,17658,21737,9864,,
,,,,,,,,2152,10064,15651,9966,18056,22222,10097,,
,,,,,,,,2153,10162,15813,10247,18330,23213,10537,,
,,,,,,,,2154,10156,15817,10309,18100,24015,10054,,
,,,,,,,,2155,9419,14670,9934,17472,23036,9469,,
,,,,,,,,2156,9375,14599,9566,16296,21853,9415,,
,,,,,,,,2157,9167,14274,9037,15031,20969,8851,,
,,,,,,,,2158,7832,12185,8421,13803,19291,8087,,
,,,,,,,,2159,7506,11676,7854,13042,17331,7662,,
,,,,,,,,2160,6852,10647,7766,13006,16727,7807,,
,,,,,,,,2161,8143,12635,7832,13551,16555,7830,,
,,,,,,,,2162,8668,13465,7678,13605,16097,7795,,
,,,,,,,,2163,8642,13425,7645,13446,16067,7785,,
,,,,,,,,2164,8505,13217,7667,13440,16132,7775,,
,,,,,,,,2165,8566,13310,7872,13670,16563,8069,,
,,,,,,,,2166,8857,13764,8231,13944,17659,8264,,
,,,,,,,,2167,9263,14410,8615,14395,19232,8308,,
,,,,,,,,2168,9471,14723,8989,15037,20248,8650,,
,,,,,,,,2169,10189,15836,9452,15857,21445,9199,,
,,,,,,,,2170,10992,17084,9776,16798,22282,9427,,
,,,,,,,,2171,11608,18051,9973,17528,22795,9686,,
,,,,,,,,2172,11884,18476,10077,18122,22804,9923,,
,,,,,,,,2173,12108,18827,10129,18547,22654,9974,,
,,,,,,,,2174,11935,18557,9749,17965,21947,9520,,
,,,,,,,,2175,9349,14504,9322,17163,21217,9250,,
,,,,,,,,2176,9067,14067,9275,17731,21004,9341,,
,,,,,,,,2177,8225,12750,9378,17752,21313,9436,,
,,,,,,,,2178,8174,12683,9328,17797,21101,9772,,
,,,,,,,,2179,9636,14974,9768,18506,21660,9904,,
,,,,,,,,2180,10457,16251,9969,17994,22099,9760,,
,,,,,,,,2181,10146,15757,9065,16746,21354,9098,,
,,,,,,,,2182,8874,13769,8257,15573,19741,8857,,
,,,,,,,,2183,8497,13182,7697,14468,18295,7895,,
,,,,,,,,2184,8092,12557,7540,13391,16766,7587,,
,,,,,,,,2185,7583,11782,7410,13533,15936,7731,,
,,,,,,,,2186,8819,13725,7400,13555,15753,7782,,
,,,,,,,,2187,8856,13786,7365,13331,15916,7699,,
,,,,,,,,2188,8751,13625,7399,13230,16071,7698,,
,,,,,,,,2189,8734,13599,7564,13273,16480,7907,,
,,,,,,,,2190,8948,13930,7900,13434,17370,8023,,
,,,,,,,,2191,9173,14288,8323,13876,18722,8072,,
,,,,,,,,2192,9206,14329,8782,14504,19737,8364,,
,,,,,,,,2193,9731,15147,9224,15394,20731,8986,,
,,,,,,,,2194,10163,15818,9489,16214,21322,9271,,
,,,,,,,,2195,10509,16361,9694,16882,21638,9669,,
,,,,,,,,2196,10702,16654,9824,17390,21699,10055,,
,,,,,,,,2197,10890,16948,9923,17760,21837,10183,,
,,,,,,,,2198,10762,16746,9808,17021,21484,9970,,
,,,,,,,,2199,7944,12325,9562,15990,20747,9889,,
,,,,,,,,2200,7642,11855,9440,16295,20422,10200,,
,,,,,,,,2201,7612,11809,9404,16549,20650,10237,,
,,,,,,,,2202,7422,11517,9587,16554,20427,10560,,
,,,,,,,,2203,8357,12979,9946,17906,21246,10766,,
,,,,,,,,2204,8771,13615,9964,17381,22047,10576,,
,,,,,,,,2205,9086,14105,9654,16388,21493,9855,,
,,,,,,,,2206,7611,11803,8846,14400,19855,8998,,
,,,,,,,,2207,7099,11008,8373,14144,18531,8479,,
,,,,,,,,2208,5725,8870,7784,12612,16921,7799,,
,,,,,,,,2209,6991,10890,7644,12972,15929,7997,,
,,,,,,,,2210,8458,13196,7780,13513,16048,8056,,
,,,,,,,,2211,8752,13663,7858,13567,16240,8092,,
,,,,,,,,2212,8826,13778,8183,14067,16847,8350,,
,,,,,,,,2213,9167,14308,8836,14927,18210,8893,,
,,,,,,,,2214,9807,15309,9745,15790,20452,9605,,
,,,,,,,,2215,11048,17255,10415,16485,22665,10100,,
,,,,,,,,2216,11737,18321,10572,16852,23452,10203,,
,,,,,,,,2217,12006,18728,10534,17022,23183,10324,,
,,,,,,,,2218,12094,18849,10364,17188,22487,10475,,
,,,,,,,,2219,12333,19217,10222,17430,22006,10671,,
,,,,,,,,2220,12419,19344,10161,17590,21553,10798,,
,,,,,,,,2221,12489,19454,10003,17655,21119,10848,,
,,,,,,,,2222,12450,19392,9602,17120,20533,10989,,
,,,,,,,,2223,9475,14727,9072,16640,20071,11490,,
,,,,,,,,2224,9184,14274,9179,17725,20362,12105,,
,,,,,,,,2225,9722,15126,9463,18202,21015,12554,,
,,,,,,,,2226,9916,15441,9616,18620,21526,11854,,
,,,,,,,,2227,9067,14116,9477,18277,20924,10853,,
,,,,,,,,2228,8923,13888,9121,17286,19848,10555,,
,,,,,,,,2229,8897,13853,8528,16063,19117,9978,,
,,,,,,,,2230,7023,10921,7806,14764,17138,9409,,
,,,,,,,,2231,5958,9258,7242,13758,15544,8775,,
,,,,,,,,2232,5580,8670,7175,13269,14636,8493,,
,,,,,,,,2233,7264,11307,7383,13233,14500,8490,,
,,,,,,,,2234,8639,13467,7650,13801,14842,8409,,
,,,,,,,,2235,8790,13709,7721,13863,15117,8458,,
,,,,,,,,2236,8820,13757,8021,14388,15636,8704,,
,,,,,,,,2237,9045,14107,8686,15332,16891,9288,,
,,,,,,,,2238,9627,15015,9566,16383,19016,10098,,
,,,,,,,,2239,10723,16735,10096,16902,21161,10446,,
,,,,,,,,2240,11478,17906,10203,17056,22100,10440,,
,,,,,,,,2241,11780,18365,10174,17107,22174,10526,,
,,,,,,,,2242,11940,18602,10061,17266,21994,10624,,
,,,,,,,,2243,12210,19020,10028,17511,22066,10729,,
,,,,,,,,2244,12456,19399,10032,17793,22172,10797,,
,,,,,,,,2245,12579,19593,9988,17919,22203,10733,,
,,,,,,,,2246,12597,19620,9644,17193,21825,10824,,
,,,,,,,,2247,10641,16552,9231,16846,20977,10954,,
,,,,,,,,2248,9972,15506,9405,17305,21541,11262,,
,,,,,,,,2249,10009,15572,9740,17902,22421,11651,,
,,,,,,,,2250,10335,16096,9917,18749,23119,11066,,
,,,,,,,,2251,9635,15007,9680,18346,22521,10432,,
,,,,,,,,2252,9502,14796,9361,16983,21569,10228,,
,,,,,,,,2253,9500,14799,8704,15800,20861,9769,,
,,,,,,,,2254,8001,12455,7947,14531,19282,8622,,
,,,,,,,,2255,6702,10424,7397,13378,17678,8237,,
,,,,,,,,2256,6826,10622,7360,12584,16880,8162,,
,,,,,,,,2257,7968,12410,7516,13145,16754,8321,,
,,,,,,,,2258,8785,13692,7667,13650,16597,8301,,
,,,,,,,,2259,8847,13796,7709,13664,16579,8352,,
,,,,,,,,2260,8866,13827,7937,14136,17136,8589,,
,,,,,,,,2261,9075,14152,8550,15060,18381,9200,,
,,,,,,,,2262,9751,15205,9387,15956,20579,10020,,
,,,,,,,,2263,10871,16964,9968,16475,22705,10063,,
,,,,,,,,2264,11603,18103,10196,16690,23602,9945,,
,,,,,,,,2265,11992,18700,10211,16825,23519,9885,,
,,,,,,,,2266,12118,18885,10176,17030,23085,9910,,
,,,,,,,,2267,12429,19366,10151,17337,22809,9974,,
,,,,,,,,2268,12608,19640,10251,17685,22501,10063,,
,,,,,,,,2269,12725,19823,10252,18009,22275,10110,,
,,,,,,,,2270,12768,19890,9993,17352,21772,9960,,
,,,,,,,,2271,10922,16995,9763,17001,21259,9891,,
