region,Resource,technology,cluster,R_ID,Zone,CapRes,THERM,VRE,MUST_RUN,STOR,FLEX,HEAT,NACC,TRADER,HYDRO,LDS,ESR_1,MGA,Min_Share,Max_Share,Existing_Cap_MWh,Existing_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Min_Cap_MWh,Max_Cap_MWh,Max_Charge_Cap_MW,Min_Charge_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Externality_cost_MWh,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Ratio_power_to_energy,Min_Duration,Max_Duration,Flexible_Demand_Energy_Eff,Max_DSM_delay,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,NACC_Eff,NACC_Peak_to_Base,Num_VRE_Bins,regional_cost_multiplier,lcoe,wacc_real,cap_recovery_years,Hydro_level,Existing_Charge_Cap_MW,unit_id_pudl,CF,plant_id_eia,fixed_o_m_mw_std,spur_miles,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,CO2_Capture_Cost_per_Metric_Ton,co2_pipeline_annuity_mw,co2_pipeline_capex_mw,storage_cost_tonne,tonne_co2_captured_mwh,co2_cost_mwh,Reg_Cost,Rsv_Cost,Commit
ERC_WEST,ERC_WEST_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,1,21,3,0.0,1,0,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,872.0,11.0,872.003,0,79.27,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,10156,0.0,0,0,5.53,0.0,0.0,0.0,0.0,125.0,3.5,13.97,0.327,0.171,east_south_central_naturalgas,0.442,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,"[3492, 3492, 3492, 3492, 3492, 3492, 3494, 3494, 3494, 3494, 3494]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ERC_WEST,ERC_WEST_natural_gas_fired_combustion_turbine_2,Natural Gas Fired Combustion Turbine,2,22,3,0.0,1,0,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,336.0,2.0,336.0,0,168.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,10156,0.0,0,0,5.53,0.0,0.0,0.0,0.0,125.0,3.5,11.71,0.0,0.0,east_south_central_naturalgas,0.446,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,"[58471, 58471]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ERC_WEST,ERC_WEST_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,1,23,3,0.0,1,0,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,629.0,2.0,629.0,0,314.5,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,32666,0.0,0,0,1.1,0.0,0.0,0.0,0.0,92.0,13.7,13.26,1.628,2.302,east_south_central_naturalgas,0.114,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,24,24,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,"[3490, 3490]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ERC_WEST,ERC_WEST_onshore_wind_turbine_1,Onshore Wind Turbine,1,24,3,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,21077.5,115.0,21077.545,0,183.28,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,43000,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.34,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,"[54979, 55581, 55747, 55795, 55796, 55968, 55992, 56111, 56211, 56212, 56240, 56270, 56291, 56291, 56291, 56311, 56337, 56372, 56394, 56395, 56457, 56479, 56483, 56484, 56506, 56592, 56593, 56638, 56644, 56649, 56754, 56754, 56763, 56763, 56763, 56763, 56774, 56775, 56776, 56783, 56823, 56920, 56921, 56956, 56959, 56961, 56961, 56979, 56981, 56984, 57153, 57156, 57303, 57415, 57474, 57520, 57974, 57981, 57983, 57983, 58048, 58372, 58838, 59034, 59238, 59244, 59245, 59332, 59417, 59732, 59733, 59943, 59972, 60338, 60339, 60901, 60902, 60987, 61001, 61402, 61417, 61782, 61970, 62038, 62142, 62227, 62259, 62356, 62411, 62562, 62562, 62566, 62587, 62630, 62765, 62809, 62836, 62853, 63209, 63342, 63655, 64149, 64164, 64544, 64551, 64639, 64710, 65162, 65335, 65546, 65763, 66321, 66323, 66531, 66540]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_WEST,ERC_WEST_other_peaker_1,Other_peaker,1,25,3,0.0,1,0,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,68.0,113.0,68.026,0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21000,0.0,0,0,4.66,0.0,0.0,0.0,0.0,92.0,0.0,9.07,0.0,0.403,east_south_central_naturalgas,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,"[54364, 54364, 54364, 55052, 55052, 55052, 55052, 64774, 64774, 64774, 64795, 64795, 64795, 64796, 64796, 64796, 64808, 64829, 64829, 64829, 65266, 65266, 65266, 65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535, 65540, 65540, 65540, 65540, 65540, 65540, 65540, 65540, 65540, 65540, 65540, 65540, 65540, 65540, 65540, 65542, 65542, 65542, 65542, 65542, 65542, 65542, 65542, 65542, 65542, 65542, 65542, 65542, 65542, 65542, 65544, 65544, 65544, 65544, 65544, 65544, 65544, 65544, 65544, 65544, 65544, 65544, 65544, 65544, 65544, 65578, 65578, 65578, 65578, 65578, 65578, 65578, 65578, 65578, 65578, 65578, 65578, 65578, 65578, 65578, 65581, 65581, 65581, 65581, 65581, 65581, 65581, 65581, 65581, 65581, 65581, 65581, 65581, 65581, 65581]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ERC_WEST,ERC_WEST_solar_photovoltaic_1,Solar Photovoltaic,1,26,3,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,8856.6,54.0,8856.594,0,164.01,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,22623,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.34,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,"[58488, 58710, 59206, 59207, 59994, 60044, 60123, 60372, 60436, 60581, 60682, 60789, 60989, 61346, 61346, 61368, 61697, 61906, 61920, 61962, 62141, 62249, 62415, 62448, 62483, 62561, 62561, 62755, 62804, 62845, 62932, 62933, 63233, 63255, 63320, 63328, 63328, 63329, 63343, 63351, 63388, 63519, 63905, 64026, 64075, 64325, 64539, 64540, 65644, 65645, 65654, 65660, 65793, 66572]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_PHDL,ERC_PHDL_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,0,27,1,0.0,1,0,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,500.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,976636.723,48834,29315,0.0,0,0,2.09,0.0,0.0,0.0,0.0,116.0,2.0,6.36,0.0,0.0,east_south_central_naturalgas,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6,6,0.0,0.0,0,0.889,0.0,0.037,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ERC_PHDL,ERC_PHDL_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,0,28,1,0.0,1,0,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,846628.955,41991,21986,0.0,0,0,5.24,0.0,0.0,0.0,0.0,151.0,3.5,9.72,0.0,0.0,east_south_central_naturalgas,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0.0,0.0,0,0.882,0.0,0.037,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ERC_PHDL,ERC_PHDL_battery_moderate_0,Battery_*_Moderate,0,29,1,0.0,0,0,0,1,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,262257.335,21149,6556,209016.594,16855,5225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.92,0.92,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0,1.0,0.0,0.024,15.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_PHDL,ERC_PHDL_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,0,30,1,0.0,1,0,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,500.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,7382641.072,316615,152817,0.0,0,0,2.97,0.0,0.0,0.0,0.0,313.0,0.0,10.44,0.0,0.0,east_south_central_uranium,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,24,24,0.0,0.0,0,0.944,0.0,0.033,40.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ERC_PHDL,ERC_PHDL_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,0,31,1,0.0,1,0,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,500.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2320535.7,122407,75106,0.0,0,0,6.76,0.0,0.0,0.0,0.0,116.0,0.0,7.39,0.0,0.0,east_south_central_naturalgas_ccs100,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6,6,0.0,0.0,0,0.938,0.0,0.037,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ERC_PHDL,ERC_PHDL_landbasedwind_class6_moderate_1,LandbasedWind_Class6_Moderate_,1,32,1,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,18129.4,-1.0,-1.0,0.0,0.0,0.0,0.0,1184739.927,66496,42263,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.933,29.413,0.031,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8799.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_PHDL,ERC_PHDL_landbasedwind_class6_moderate_2,LandbasedWind_Class6_Moderate_,2,33,1,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,19573.4,-1.0,-1.0,0.0,0.0,0.0,0.0,1184739.927,69832,42263,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.933,29.017,0.031,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12135.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_PHDL,ERC_PHDL_landbasedwind_class6_moderate_3,LandbasedWind_Class6_Moderate_,3,34,1,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,18823.8,-1.0,-1.0,0.0,0.0,0.0,0.0,1184739.927,73246,42263,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.933,28.527,0.031,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15549.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_PHDL,ERC_PHDL_landbasedwind_class6_moderate_4,LandbasedWind_Class6_Moderate_,4,35,1,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,18277.4,-1.0,-1.0,0.0,0.0,0.0,0.0,1184739.927,71862,42263,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.933,32.172,0.031,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14165.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_PHDL,ERC_PHDL_landbasedwind_class6_moderate_5,LandbasedWind_Class6_Moderate_,5,36,1,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,18520.6,-1.0,-1.0,0.0,0.0,0.0,0.0,1184739.927,76622,42263,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.933,32.046,0.031,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18925.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_PHDL,ERC_PHDL_landbasedwind_class6_moderate_6,LandbasedWind_Class6_Moderate_,6,37,1,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,19600.7,-1.0,-1.0,0.0,0.0,0.0,0.0,1184739.927,79241,42263,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.933,31.607,0.031,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21544.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_PHDL,ERC_PHDL_landbasedwind_class6_moderate_7,LandbasedWind_Class6_Moderate_,7,38,1,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,18914.5,-1.0,-1.0,0.0,0.0,0.0,0.0,1184739.927,72760,42263,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.933,34.189,0.031,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15063.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_PHDL,ERC_PHDL_landbasedwind_class6_moderate_8,LandbasedWind_Class6_Moderate_,8,39,1,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,18486.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1184739.927,77072,42263,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.933,33.776,0.031,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19375.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_PHDL,ERC_PHDL_landbasedwind_class6_moderate_9,LandbasedWind_Class6_Moderate_,9,40,1,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,19031.2,-1.0,-1.0,0.0,0.0,0.0,0.0,1184739.927,80689,42263,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.933,33.359,0.031,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22992.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_PHDL,ERC_PHDL_landbasedwind_class6_moderate_10,LandbasedWind_Class6_Moderate_,10,41,1,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,18748.3,-1.0,-1.0,0.0,0.0,0.0,0.0,1184739.927,75535,42263,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.933,39.63,0.031,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17838.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_PHDL,ERC_PHDL_landbasedwind_class6_moderate_11,LandbasedWind_Class6_Moderate_,11,42,1,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,18736.5,-1.0,-1.0,0.0,0.0,0.0,0.0,1184739.927,76897,42263,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.933,37.636,0.031,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19200.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_PHDL,ERC_PHDL_landbasedwind_class6_moderate_12,LandbasedWind_Class6_Moderate_,12,43,1,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,18937.6,-1.0,-1.0,0.0,0.0,0.0,0.0,1184739.927,80076,42263,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.933,36.267,0.031,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22379.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_PHDL,ERC_PHDL_landbasedwind_class6_moderate_13,LandbasedWind_Class6_Moderate_,13,44,1,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,17372.6,-1.0,-1.0,0.0,0.0,0.0,0.0,1184739.927,79817,42263,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.933,57.429,0.031,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22120.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_PHDL,ERC_PHDL_landbasedwind_class6_moderate_14,LandbasedWind_Class6_Moderate_,14,45,1,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,19581.4,-1.0,-1.0,0.0,0.0,0.0,0.0,1184739.927,76619,42263,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.933,46.884,0.031,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18922.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_PHDL,ERC_PHDL_landbasedwind_class6_moderate_15,LandbasedWind_Class6_Moderate_,15,46,1,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,19464.6,-1.0,-1.0,0.0,0.0,0.0,0.0,1184739.927,79528,42263,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.933,43.365,0.031,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21831.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_PHDL,ERC_PHDL_utilitypv_class5_moderate_1,UtilityPV_Class5_Moderate_,1,47,1,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,168123.7,-1.0,-1.0,0.0,0.0,0.0,0.0,956750.755,66662,18094,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.968,26.934,0.024,20.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7342.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_PHDL,ERC_PHDL_utilitypv_class5_moderate_2,UtilityPV_Class5_Moderate_,2,48,1,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,181096.1,-1.0,-1.0,0.0,0.0,0.0,0.0,956750.755,70119,18094,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.968,27.449,0.024,20.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10799.847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_PHDL,ERC_PHDL_utilitypv_class5_moderate_3,UtilityPV_Class5_Moderate_,3,49,1,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,169688.9,-1.0,-1.0,0.0,0.0,0.0,0.0,956750.755,73742,18094,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.968,29.416,0.024,20.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14422.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERC_PHDL,ERC_PHDL_utilitypv_class5_moderate_4,UtilityPV_Class5_Moderate_,4,50,1,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,179370.1,-1.0,-1.0,0.0,0.0,0.0,0.0,956750.755,76006,18094,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,1,0.968,29.473,0.024,20.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16686.912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
