Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6
,,,,,,,,335,8489.0,13217.0,8235.0,13590.0,18786.0,7961.0
,,,,,,,,336,7881.0,12265.0,8063.0,12847.0,17438.0,7982.0
,,,,,,,,337,8507.0,13251.0,7942.0,13396.0,16821.0,8119.0
,,,,,,,,338,9012.0,14048.0,7872.0,13564.0,16570.0,8059.0
,,,,,,,,339,8786.0,13701.0,7900.0,13661.0,16654.0,8163.0
,,,,,,,,340,8771.0,13680.0,8131.0,14104.0,16897.0,8438.0
,,,,,,,,341,8965.0,13984.0,8786.0,14991.0,18057.0,9001.0
,,,,,,,,342,9728.0,15174.0,9648.0,16004.0,20221.0,9800.0
,,,,,,,,343,11206.0,17492.0,10281.0,16651.0,22604.0,10151.0
,,,,,,,,344,12029.0,18767.0,10474.0,16854.0,23301.0,10094.0
,,,,,,,,345,12219.0,19049.0,10441.0,16942.0,23042.0,10068.0
,,,,,,,,346,12301.0,19160.0,10368.0,17103.0,22603.0,10124.0
,,,,,,,,347,12511.0,19485.0,10413.0,17276.0,22542.0,10267.0
,,,,,,,,348,12620.0,19652.0,10479.0,17558.0,22381.0,10384.0
,,,,,,,,349,12700.0,19777.0,10433.0,17815.0,22250.0,10420.0
,,,,,,,,350,12721.0,19809.0,10356.0,17655.0,21969.0,10444.0
,,,,,,,,351,10961.0,17048.0,10177.0,16844.0,21846.0,10488.0
,,,,,,,,352,9784.0,15207.0,10316.0,17301.0,22612.0,10948.0
,,,,,,,,353,10012.0,15575.0,10720.0,18423.0,23764.0,11129.0
,,,,,,,,354,10433.0,16247.0,10963.0,18705.0,24373.0,10570.0
,,,,,,,,355,10095.0,15724.0,10647.0,17686.0,23410.0,10055.0
,,,,,,,,356,10013.0,15592.0,10022.0,16489.0,22020.0,9774.0
,,,,,,,,357,9651.0,15029.0,9339.0,15336.0,21251.0,9089.0
,,,,,,,,358,8425.0,13110.0,8524.0,14102.0,19787.0,8324.0
,,,,,,,,359,7865.0,12241.0,7975.0,13082.0,17948.0,7924.0
,,,,,,,,360,7881.0,12266.0,7672.0,12953.0,17006.0,7940.0
,,,,,,,,361,9966.0,15500.0,8823.0,18231.0,14692.0,9200.0
,,,,,,,,362,10634.0,16548.0,8744.0,18039.0,14701.0,9197.0
,,,,,,,,363,10898.0,16965.0,8691.0,17924.0,14908.0,9125.0
,,,,,,,,364,10720.0,16681.0,8830.0,18047.0,15038.0,9151.0
,,,,,,,,365,10801.0,16797.0,9210.0,18547.0,15612.0,9607.0
,,,,,,,,366,11467.0,17833.0,9696.0,19417.0,16593.0,10034.0
,,,,,,,,367,12655.0,19693.0,10374.0,20893.0,18244.0,10529.0
,,,,,,,,368,14056.0,21885.0,11111.0,22617.0,19813.0,10859.0
,,,,,,,,369,15272.0,23780.0,11687.0,24129.0,20914.0,11134.0
,,,,,,,,370,16307.0,25391.0,12181.0,25595.0,21594.0,11423.0
,,,,,,,,371,17656.0,27491.0,12685.0,27077.0,22452.0,11720.0
,,,,,,,,372,18918.0,29458.0,13332.0,28363.0,23322.0,11829.0
,,,,,,,,373,19845.0,30905.0,13772.0,29307.0,24077.0,11934.0
,,,,,,,,374,20585.0,32058.0,14030.0,29162.0,24553.0,11995.0
,,,,,,,,375,18545.0,28856.0,14087.0,29236.0,24052.0,12244.0
,,,,,,,,376,18858.0,29351.0,14222.0,29777.0,24796.0,12460.0
,,,,,,,,377,19290.0,30038.0,14222.0,29278.0,25478.0,13078.0
,,,,,,,,378,19007.0,29615.0,13961.0,28760.0,25796.0,12243.0
,,,,,,,,379,17193.0,26779.0,13272.0,27252.0,24378.0,11583.0
,,,,,,,,380,15270.0,23773.0,12407.0,25491.0,22382.0,11470.0
,,,,,,,,381,14805.0,23052.0,11554.0,23569.0,21478.0,10932.0
,,,,,,,,382,12613.0,19629.0,10552.0,21511.0,19312.0,10172.0
,,,,,,,,383,10957.0,17043.0,9699.0,20153.0,17299.0,9505.0
,,,,,,,,384,9910.0,15407.0,9168.0,18849.0,15778.0,9599.0
,,,,,,,,385,10142.0,15767.0,9054.0,18868.0,15100.0,9518.0
,,,,,,,,386,10933.0,17012.0,9033.0,18850.0,14939.0,9357.0
,,,,,,,,387,11104.0,17285.0,8943.0,18586.0,15076.0,9237.0
,,,,,,,,388,10900.0,16960.0,8980.0,18601.0,15139.0,9203.0
,,,,,,,,389,10988.0,17088.0,9305.0,18981.0,15698.0,9625.0
,,,,,,,,390,11705.0,18201.0,9827.0,19668.0,16794.0,10087.0
,,,,,,,,391,12793.0,19907.0,10398.0,21079.0,18390.0,10308.0
,,,,,,,,392,14089.0,21936.0,11167.0,22644.0,19964.0,10585.0
,,,,,,,,393,15162.0,23610.0,11720.0,24214.0,20910.0,10738.0
,,,,,,,,394,16167.0,25173.0,12173.0,25702.0,21431.0,11276.0
,,,,,,,,395,17385.0,27070.0,12685.0,27143.0,22195.0,11724.0
,,,,,,,,396,18517.0,28835.0,13206.0,28414.0,22902.0,12149.0
,,,,,,,,397,19434.0,30265.0,13678.0,29356.0,23749.0,12486.0
,,,,,,,,398,20143.0,31370.0,13770.0,29209.0,24243.0,12765.0
,,,,,,,,399,18143.0,28230.0,13720.0,29007.0,23811.0,13083.0
,,,,,,,,400,18321.0,28514.0,13968.0,29328.0,24481.0,13634.0
,,,,,,,,401,18688.0,29099.0,14101.0,28930.0,25365.0,14045.0
,,,,,,,,402,18344.0,28581.0,13861.0,27930.0,25754.0,13264.0
,,,,,,,,403,16423.0,25581.0,13053.0,26411.0,24208.0,12410.0
,,,,,,,,404,14406.0,22429.0,12209.0,24670.0,22294.0,11863.0
,,,,,,,,405,13926.0,21683.0,11419.0,22831.0,21450.0,11472.0
,,,,,,,,406,11826.0,18404.0,10400.0,20957.0,19413.0,10417.0
,,,,,,,,407,10211.0,15882.0,9568.0,19203.0,17309.0,9798.0
,,,,,,,,408,9239.0,14362.0,9010.0,18038.0,15790.0,9509.0
,,,,,,,,409,9465.0,14714.0,8881.0,17717.0,14978.0,9472.0
,,,,,,,,410,10485.0,16314.0,8929.0,17654.0,14981.0,9339.0
,,,,,,,,411,10836.0,16867.0,8844.0,17513.0,15163.0,9214.0
,,,,,,,,412,10672.0,16606.0,8955.0,17690.0,15233.0,9212.0
,,,,,,,,413,10752.0,16722.0,9313.0,18286.0,15764.0,9651.0
,,,,,,,,414,11446.0,17799.0,9766.0,19221.0,16881.0,10055.0
,,,,,,,,415,12600.0,19608.0,10239.0,20456.0,18367.0,10486.0
,,,,,,,,416,13809.0,21502.0,10888.0,21680.0,19825.0,10813.0
,,,,,,,,417,14701.0,22893.0,11374.0,22730.0,20732.0,11067.0
,,,,,,,,418,15395.0,23973.0,11829.0,23702.0,21388.0,11645.0
,,,,,,,,419,16317.0,25411.0,12351.0,24911.0,22134.0,12214.0
,,,,,,,,420,17353.0,27026.0,12998.0,25826.0,23042.0,12747.0
,,,,,,,,421,18132.0,28241.0,13519.0,26566.0,23795.0,13121.0
,,,,,,,,422,18763.0,29224.0,13692.0,26625.0,24262.0,13091.0
,,,,,,,,423,16569.0,25781.0,13563.0,26450.0,23767.0,13496.0
,,,,,,,,424,16897.0,26297.0,13801.0,26483.0,24400.0,13879.0
,,,,,,,,425,17401.0,27097.0,13855.0,25870.0,25278.0,13966.0
,,,,,,,,426,17116.0,26669.0,13970.0,25996.0,25718.0,12894.0
,,,,,,,,427,15442.0,24054.0,13053.0,24937.0,24302.0,11685.0
,,,,,,,,428,13793.0,21478.0,12188.0,23532.0,22460.0,11286.0
,,,,,,,,429,13263.0,20652.0,11380.0,21881.0,21668.0,10698.0
,,,,,,,,430,11304.0,17592.0,10407.0,19993.0,19680.0,9865.0
,,,,,,,,431,10213.0,15891.0,9503.0,18238.0,17620.0,9335.0
,,,,,,,,432,9455.0,14704.0,8938.0,17294.0,16106.0,8997.0
,,,,,,,,433,9541.0,14837.0,8901.0,17573.0,15384.0,9039.0
,,,,,,,,434,10313.0,16050.0,8908.0,17665.0,15165.0,8939.0
,,,,,,,,435,10519.0,16376.0,8851.0,17512.0,15334.0,8854.0
,,,,,,,,436,10340.0,16091.0,8907.0,17786.0,15372.0,8826.0
,,,,,,,,437,10434.0,16228.0,9240.0,18359.0,15884.0,9309.0
,,,,,,,,438,11158.0,17353.0,9727.0,19201.0,16918.0,9782.0
,,,,,,,,439,12272.0,19098.0,10307.0,20279.0,18416.0,10174.0
,,,,,,,,440,13344.0,20779.0,10888.0,21311.0,19943.0,10413.0
,,,,,,,,441,14316.0,22296.0,11379.0,22116.0,20991.0,10530.0
,,,,,,,,442,15131.0,23563.0,11943.0,22966.0,21839.0,10947.0
,,,,,,,,443,16168.0,25180.0,12517.0,23988.0,22756.0,11304.0
,,,,,,,,444,17225.0,26827.0,13139.0,25046.0,23728.0,11602.0
,,,,,,,,445,18101.0,28194.0,13631.0,25764.0,24518.0,11864.0
,,,,,,,,446,18899.0,29437.0,13705.0,26005.0,24990.0,11823.0
,,,,,,,,447,17249.0,26845.0,13621.0,25979.0,24421.0,12093.0
,,,,,,,,448,17903.0,27872.0,13675.0,25917.0,24933.0,12439.0
,,,,,,,,449,18077.0,28154.0,13878.0,25556.0,25643.0,12747.0
,,,,,,,,450,17955.0,27983.0,13783.0,25509.0,26072.0,12027.0
,,,,,,,,451,16204.0,25247.0,12997.0,24399.0,24650.0,11026.0
,,,,,,,,452,14274.0,22228.0,12209.0,22929.0,22834.0,10901.0
,,,,,,,,453,13880.0,21616.0,11487.0,22038.0,21932.0,10396.0
,,,,,,,,454,12362.0,19249.0,10651.0,20094.0,20007.0,9614.0
,,,,,,,,455,10312.0,16043.0,9724.0,18279.0,17983.0,9119.0
,,,,,,,,456,9142.0,14211.0,9170.0,18080.0,16150.0,8838.0
,,,,,,,,457,10108.0,15723.0,8920.0,17596.0,15502.0,8993.0
,,,,,,,,458,10689.0,16636.0,8930.0,17296.0,15411.0,8944.0
,,,,,,,,459,10701.0,16658.0,8816.0,17091.0,15489.0,8795.0
,,,,,,,,460,10535.0,16393.0,8902.0,17320.0,15486.0,8794.0
,,,,,,,,461,10622.0,16519.0,9214.0,17819.0,16003.0,9198.0
,,,,,,,,462,11323.0,17609.0,9698.0,18652.0,16995.0,9678.0
,,,,,,,,463,12536.0,19508.0,10172.0,19700.0,18461.0,10077.0
,,,,,,,,464,13771.0,21441.0,10922.0,20701.0,20013.0,10377.0
,,,,,,,,465,14795.0,23040.0,11474.0,21546.0,21096.0,10518.0
,,,,,,,,466,15699.0,24445.0,11924.0,22307.0,21854.0,10938.0
,,,,,,,,467,16793.0,26149.0,12450.0,23364.0,22665.0,11250.0
,,,,,,,,468,17809.0,27735.0,12990.0,24190.0,23549.0,11577.0
,,,,,,,,469,18578.0,28935.0,13461.0,24935.0,24275.0,11832.0
,,,,,,,,470,19151.0,29828.0,13493.0,24949.0,24707.0,11923.0
,,,,,,,,471,16970.0,26405.0,13398.0,25105.0,24071.0,12015.0
,,,,,,,,472,18024.0,28060.0,13647.0,25338.0,24731.0,12418.0
,,,,,,,,473,18216.0,28372.0,13678.0,25532.0,25319.0,12876.0
,,,,,,,,474,17870.0,27850.0,13458.0,24702.0,25527.0,12181.0
,,,,,,,,475,15992.0,24916.0,12604.0,23578.0,24006.0,11126.0
,,,,,,,,476,14090.0,21943.0,11778.0,22220.0,22066.0,10941.0
,,,,,,,,477,14414.0,22457.0,11003.0,20867.0,21084.0,10517.0
,,,,,,,,478,11886.0,18503.0,10109.0,19359.0,19218.0,9793.0
,,,,,,,,479,10278.0,15989.0,9303.0,18030.0,17413.0,9202.0
,,,,,,,,480,9682.0,15050.0,8785.0,17459.0,16009.0,9024.0
