Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
74983.9956203892,56653.280757181936,0.0,933.4091174999999,3.6047540690877673,17393.70099163817
