ID,Resource,Zone,Total_MW,Start_MW,Change_in_MW,Percent_MW,GWh,Percent_GWh
104,CA_N_utilitypv_class5_moderate_4,1,0.0,0.0,0.0,0.0,0.0,0.0
105,CA_N_utilitypv_class5_moderate_5,1,0.0,0.0,0.0,0.0,0.0,0.0
106,CA_N_utilitypv_class5_moderate_6,1,0.0,0.0,0.0,0.0,0.0,0.0
107,CA_N_utilitypv_class5_moderate_7,1,0.0,0.0,0.0,0.0,0.0,0.0
108,CA_N_utilitypv_class5_moderate_8,1,0.0,0.0,0.0,0.0,0.0,0.0
109,CA_N_utilitypv_class5_moderate_9,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
110,CA_N_utilitypv_class5_moderate_10,1,0.0,0.0,0.0,0.0,0.0,0.0
111,CA_N_offshorewind_class8_moderate_floating_1_1,1,0.0,0.0,0.0,0.0,0.0,0.0
112,CA_N_offshorewind_class8_moderate_floating_1_2,1,0.0,0.0,0.0,0.0,0.0,0.0
113,CA_N_offshorewind_class8_moderate_floating_1_3,1,0.0,0.0,0.0,0.0,0.0,0.0
114,CA_N_offshorewind_class8_moderate_floating_1_4,1,0.0,0.0,0.0,0.0,0.0,0.0
115,CA_N_offshorewind_class8_moderate_floating_1_5,1,0.0,0.0,0.0,0.0,0.0,0.0
116,CA_N_offshorewind_class8_moderate_floating_0_1,1,0.0,0.0,0.0,0.0,0.0,0.0
117,CA_N_offshorewind_class8_moderate_floating_0_2,1,0.0,0.0,0.0,0.0,0.0,0.0
118,CA_N_offshorewind_class8_moderate_floating_0_3,1,0.0,0.0,0.0,0.0,0.0,0.0
119,CA_N_offshorewind_class8_moderate_floating_0_4,1,0.0,0.0,0.0,0.0,0.0,0.0
120,CA_N_offshorewind_class8_moderate_floating_0_5,1,0.0,0.0,0.0,0.0,0.0,0.0
121,CA_S_naturalgas_ccavgcf_moderate_0,2,0.0,0.0,0.0,0.0,0.0,0.0
122,CA_S_naturalgas_ctavgcf_moderate_0,2,0.0,0.0,0.0,0.0,0.0,0.0
123,CA_S_battery_moderate_0,2,-0.0,0.0,-0.0,-0.0,5.825739890497062e-16,7.418139654498003e-20
124,CA_S_nuclear_nuclear_moderate_0,2,0.0,0.0,0.0,0.0,0.0,0.0
125,CA_S_naturalgas_ccs100_moderate_0,2,-0.0,0.0,-0.0,-0.0,0.0,0.0
126,CA_S_landbasedwind_class6_moderate_1,2,-0.0,0.0,-0.0,-0.0,0.0,0.0
127,CA_S_landbasedwind_class6_moderate_2,2,0.0,0.0,0.0,0.0,0.0,0.0
128,CA_S_landbasedwind_class6_moderate_3,2,10.399999999999999,0.0,10.399999999999999,0.009258434968396687,44.08839759999999,0.005613945982609426
129,CA_S_landbasedwind_class6_moderate_4,2,0.0,0.0,0.0,0.0,0.0,0.0
130,CA_S_landbasedwind_class6_moderate_5,2,0.0,0.0,0.0,0.0,0.0,0.0
131,CA_S_landbasedwind_class6_moderate_6,2,0.0,0.0,0.0,0.0,0.0,0.0
132,CA_S_landbasedwind_class6_moderate_7,2,0.0,0.0,0.0,0.0,0.0,0.0
133,CA_S_landbasedwind_class6_moderate_8,2,0.0,0.0,0.0,0.0,0.0,0.0
134,CA_S_landbasedwind_class6_moderate_9,2,0.0,0.0,0.0,0.0,0.0,0.0
135,CA_S_landbasedwind_class6_moderate_10,2,0.0,0.0,0.0,0.0,0.0,0.0
136,CA_S_landbasedwind_class6_moderate_11,2,0.0,0.0,0.0,0.0,0.0,0.0
137,CA_S_landbasedwind_class6_moderate_12,2,0.0,0.0,0.0,0.0,0.0,0.0
138,CA_S_landbasedwind_class6_moderate_13,2,142.99999999999935,0.0,142.99999999999935,0.1273034808154539,506.04911499999804,0.06443718871191849
139,CA_S_landbasedwind_class6_moderate_14,2,0.0,0.0,0.0,0.0,0.0,0.0
140,CA_S_landbasedwind_class6_moderate_15,2,0.0,0.0,0.0,0.0,0.0,0.0
141,CA_S_utilitypv_class5_moderate_1,2,0.0,0.0,0.0,0.0,0.0,0.0
142,CA_S_utilitypv_class5_moderate_2,2,-0.0,0.0,-0.0,-0.0,0.0,0.0
143,CA_S_utilitypv_class5_moderate_3,2,0.0,0.0,0.0,0.0,0.0,0.0
144,CA_S_utilitypv_class5_moderate_4,2,-0.0,0.0,-0.0,-0.0,0.0,0.0
145,CA_S_utilitypv_class5_moderate_5,2,0.0,0.0,0.0,0.0,0.0,0.0
146,CA_S_utilitypv_class5_moderate_6,2,0.0,0.0,0.0,0.0,0.0,0.0
147,CA_S_utilitypv_class5_moderate_7,2,0.0,0.0,0.0,0.0,0.0,0.0
148,CA_S_utilitypv_class5_moderate_8,2,0.0,0.0,0.0,0.0,0.0,0.0
149,CA_S_utilitypv_class5_moderate_9,2,0.0,0.0,0.0,0.0,0.0,0.0
150,CA_S_utilitypv_class5_moderate_10,2,0.0,0.0,0.0,0.0,0.0,0.0
151,CA_S_offshorewind_class8_moderate_floating_0_1,2,0.0,0.0,0.0,0.0,0.0,0.0
152,CA_S_offshorewind_class8_moderate_floating_0_2,2,0.0,0.0,0.0,0.0,0.0,0.0
153,CA_S_offshorewind_class8_moderate_floating_0_3,2,0.0,0.0,0.0,0.0,0.0,0.0
154,CA_S_offshorewind_class8_moderate_floating_0_4,2,0.0,0.0,0.0,0.0,0.0,0.0
155,CA_S_offshorewind_class8_moderate_floating_0_5,2,0.0,0.0,0.0,0.0,0.0,0.0
156,WECC_N_naturalgas_ccavgcf_moderate_0,3,0.0,0.0,0.0,0.0,0.0,0.0
157,WECC_N_naturalgas_ctavgcf_moderate_0,3,0.0,0.0,0.0,0.0,0.0,0.0
158,WECC_N_battery_moderate_0,3,4766.142881569839,0.0,4766.142881569839,4.2429830691443415,2100.166565714782,0.26742232188554604
159,WECC_N_nuclear_nuclear_moderate_0,3,0.0,0.0,0.0,0.0,0.0,0.0
160,WECC_N_naturalgas_ccs100_moderate_0,3,0.0,0.0,0.0,0.0,0.0,0.0
161,WECC_N_landbasedwind_class6_moderate_1,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
162,WECC_N_landbasedwind_class6_moderate_2,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
163,WECC_N_landbasedwind_class6_moderate_3,3,6472.455604548076,0.0,6472.455604548076,5.762000894282984,35075.96163279334,4.466357695308539
164,WECC_N_landbasedwind_class6_moderate_4,3,-0.0,0.0,-0.0,-0.0,-8.963996211974745e-14,-1.1414202661414424e-17
165,WECC_N_landbasedwind_class6_moderate_5,3,0.0,0.0,0.0,0.0,0.0,0.0
166,WECC_N_landbasedwind_class6_moderate_6,3,3210.742804281951,0.0,3210.742804281951,2.858312832085775,15765.480683942786,2.0074795585114917
167,WECC_N_landbasedwind_class6_moderate_7,3,-0.0,0.0,-0.0,-0.0,-1.0459189070388677e-15,-1.331808948825596e-19
168,WECC_N_landbasedwind_class6_moderate_8,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
169,WECC_N_landbasedwind_class6_moderate_9,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
170,WECC_N_landbasedwind_class6_moderate_10,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
171,WECC_N_landbasedwind_class6_moderate_11,3,7995.102179289262,0.0,7995.102179289262,7.117512845445795,30821.759236145044,3.9246536698968493
172,WECC_N_landbasedwind_class6_moderate_12,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
173,WECC_N_landbasedwind_class6_moderate_13,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
174,WECC_N_landbasedwind_class6_moderate_14,3,0.0,0.0,0.0,0.0,0.0,0.0
175,WECC_N_landbasedwind_class6_moderate_15,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
176,WECC_N_utilitypv_class5_moderate_1,3,0.0,0.0,0.0,0.0,0.0,0.0
177,WECC_N_utilitypv_class5_moderate_2,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
178,WECC_N_utilitypv_class5_moderate_3,3,0.0,0.0,0.0,0.0,0.0,0.0
179,WECC_N_utilitypv_class5_moderate_4,3,0.0,0.0,0.0,0.0,0.0,0.0
180,WECC_N_utilitypv_class5_moderate_5,3,0.0,0.0,0.0,0.0,0.0,0.0
181,WECC_N_utilitypv_class5_moderate_6,3,0.0,0.0,0.0,0.0,0.0,0.0
182,WECC_N_utilitypv_class5_moderate_7,3,0.0,0.0,0.0,0.0,0.0,0.0
183,WECC_N_utilitypv_class5_moderate_8,3,0.0,0.0,0.0,0.0,0.0,0.0
184,WECC_N_utilitypv_class5_moderate_9,3,0.0,0.0,0.0,0.0,0.0,0.0
185,WECC_N_utilitypv_class5_moderate_10,3,0.0,0.0,0.0,0.0,0.0,0.0
186,WECC_NMAZ_naturalgas_ccavgcf_moderate_0,4,0.0,0.0,0.0,0.0,0.0,0.0
187,WECC_NMAZ_naturalgas_ctavgcf_moderate_0,4,0.0,0.0,0.0,0.0,0.0,0.0
188,WECC_NMAZ_battery_moderate_0,4,-0.0,0.0,-0.0,-0.0,4.0907043963799944e-14,5.208851934346597e-18
189,WECC_NMAZ_nuclear_nuclear_moderate_0,4,0.0,0.0,0.0,0.0,-4.926696419715882e-14,-6.273352872548087e-18
190,WECC_NMAZ_naturalgas_ccs100_moderate_0,4,-0.0,0.0,-0.0,-0.0,0.0,0.0
191,WECC_NMAZ_landbasedwind_class6_moderate_1,4,-0.0,0.0,-0.0,-0.0,0.0,0.0
192,WECC_NMAZ_landbasedwind_class6_moderate_2,4,-0.0,0.0,-0.0,-0.0,0.0,0.0
193,WECC_NMAZ_landbasedwind_class6_moderate_3,4,15522.85264677745,0.0,15522.85264677745,13.818973245595522,83314.76697992125,10.608791129641086
194,WECC_NMAZ_landbasedwind_class6_moderate_4,4,-0.0,0.0,-0.0,-0.0,0.0,0.0
195,WECC_NMAZ_landbasedwind_class6_moderate_5,4,0.0,0.0,0.0,0.0,0.0,0.0
196,WECC_NMAZ_landbasedwind_class6_moderate_6,4,-0.0,0.0,-0.0,-0.0,0.0,0.0
197,WECC_NMAZ_landbasedwind_class6_moderate_7,4,0.0,0.0,0.0,0.0,0.0,0.0
198,WECC_NMAZ_landbasedwind_class6_moderate_8,4,-0.0,0.0,-0.0,-0.0,0.0,0.0
199,WECC_NMAZ_landbasedwind_class6_moderate_9,4,-0.0,0.0,-0.0,-0.0,0.0,0.0
200,WECC_NMAZ_landbasedwind_class6_moderate_10,4,0.0,0.0,0.0,0.0,0.0,0.0
201,WECC_NMAZ_landbasedwind_class6_moderate_11,4,0.0,0.0,0.0,0.0,0.0,0.0
202,WECC_NMAZ_landbasedwind_class6_moderate_12,4,-0.0,0.0,-0.0,-0.0,0.0,0.0
203,WECC_NMAZ_landbasedwind_class6_moderate_13,4,0.0,0.0,0.0,0.0,0.0,0.0
204,WECC_NMAZ_landbasedwind_class6_moderate_14,4,0.0,0.0,0.0,0.0,0.0,0.0
205,WECC_NMAZ_landbasedwind_class6_moderate_15,4,0.0,0.0,0.0,0.0,0.0,0.0
206,WECC_NMAZ_utilitypv_class5_moderate_1,4,0.0,0.0,0.0,0.0,0.0,0.0
207,WECC_NMAZ_utilitypv_class5_moderate_2,4,0.0,0.0,0.0,0.0,0.0,0.0
208,WECC_NMAZ_utilitypv_class5_moderate_3,4,0.0,0.0,0.0,0.0,0.0,0.0
209,WECC_NMAZ_utilitypv_class5_moderate_4,4,0.0,0.0,0.0,0.0,0.0,0.0
210,WECC_NMAZ_utilitypv_class5_moderate_5,4,-0.0,0.0,-0.0,-0.0,0.0,0.0
211,WECC_NMAZ_utilitypv_class5_moderate_6,4,0.0,0.0,0.0,0.0,0.0,0.0
212,WECC_NMAZ_utilitypv_class5_moderate_7,4,0.0,0.0,0.0,0.0,0.0,0.0
213,WECC_NMAZ_utilitypv_class5_moderate_8,4,0.0,0.0,0.0,0.0,0.0,0.0
214,WECC_NMAZ_utilitypv_class5_moderate_9,4,0.0,0.0,0.0,0.0,0.0,0.0
215,WECC_NMAZ_utilitypv_class5_moderate_10,4,0.0,0.0,0.0,0.0,0.0,0.0
216,WECC_PNW_naturalgas_ccavgcf_moderate_0,5,0.0,0.0,0.0,0.0,0.0,0.0
217,WECC_PNW_naturalgas_ctavgcf_moderate_0,5,0.0,0.0,0.0,0.0,0.0,0.0
218,WECC_PNW_battery_moderate_0,5,2028.8627267338695,0.0,2028.8627267338695,1.8061628476220684,945.2052192614526,0.12035663195466856
219,WECC_PNW_nuclear_nuclear_moderate_0,5,0.0,0.0,0.0,0.0,0.0,0.0
220,WECC_PNW_naturalgas_ccs100_moderate_0,5,0.0,0.0,0.0,0.0,0.0,0.0
221,WECC_PNW_landbasedwind_class6_moderate_1,5,-0.0,0.0,-0.0,-0.0,0.0,0.0
222,WECC_PNW_landbasedwind_class6_moderate_2,5,1578.2453670198893,0.0,1578.2453670198893,1.405007893723751,7448.472192817156,0.9484427382192699
