Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
18881.994870320344,13112.670280278991,0.0,305.46890858716125,5457.913364272126,5.9423171829089485
