cpa_id,cluster
14238,1
14239,1
14240,1
14241,1
14242,1
14243,1
14244,1
14245,1
14246,1
14247,1
14248,1
14249,1
14250,1
14251,1
14252,1
14253,1
14254,1
14255,1
14256,1
14257,1
14258,1
14259,1
14260,1
14261,1
14262,1
14263,1
14264,1
14265,1
14266,1
14267,1
14268,1
14269,1
14270,1
14271,1
14272,1
14273,1
14274,1
14275,1
14276,1
14277,1
14278,1
14279,1
14280,1
14281,1
14282,1
14283,1
14284,1
14285,1
14286,1
14287,1
14288,1
14289,1
14290,1
14291,1
14292,1
14293,1
14294,1
14295,1
14296,1
14297,1
14298,1
14299,1
14300,1
14301,1
14302,1
14303,1
14304,1
14305,1
14306,1
14307,1
14308,1
14309,1
14310,1
14311,1
14312,1
14313,1
14314,1
14315,1
14316,1
14317,1
14318,1
14319,1
14320,1
14321,1
14322,1
14323,1
14324,1
14325,1
14326,1
14327,1
14328,1
14329,1
14330,1
14331,1
14332,1
14333,1
14334,1
14335,1
14336,1
14337,1
14338,1
14339,1
14340,1
14341,1
14342,1
14343,1
14344,1
14345,1
14346,1
14347,1
14348,1
14349,1
14350,1
14351,1
14352,1
14353,1
14354,1
14355,1
14356,1
14357,1
14358,1
14359,1
14360,1
14361,1
14362,1
14363,1
14364,1
14365,1
14366,1
14367,1
14369,1
14370,1
14371,1
14372,1
14373,1
14374,1
14375,1
14376,1
14377,1
14378,1
14379,1
14380,1
14382,1
14383,1
14384,1
14385,1
14386,1
14387,1
14388,1
14389,1
14390,1
14391,1
14392,1
14393,1
14397,1
14398,1
14399,1
14400,1
14401,1
14402,1
14403,1
14405,1
14409,1
14412,1
14413,1
14414,1
14419,1
14429,1
14440,1
14448,1
14454,1
14456,1
14458,1
14466,1
14489,1
14510,1
14511,1
14368,2
14381,2
14394,2
14395,2
14396,2
14404,2
14406,2
14407,2
14408,2
14410,2
14411,2
14415,2
14416,2
14417,2
14418,2
14420,2
14421,2
14422,2
14423,2
14424,2
14425,2
14426,2
14427,2
14428,2
14430,2
14431,2
14432,2
14433,2
14434,2
14435,2
14436,2
14437,2
14438,2
14439,2
14441,2
14442,2
14443,2
14444,2
14445,2
14446,2
14447,2
14449,2
14450,2
14451,2
14452,2
14453,2
14455,2
14457,2
14459,2
14460,2
14461,2
14462,2
14463,2
14464,2
14465,2
14467,2
14468,2
14469,2
14470,2
14471,2
14472,2
14473,2
14476,2
14477,2
14478,2
14479,2
14480,2
14481,2
14482,2
14483,2
14484,2
14487,2
14488,2
14490,2
14491,2
14492,2
14493,2
14494,2
14495,2
14496,2
14497,2
14498,2
14501,2
14502,2
14503,2
14504,2
14505,2
14506,2
14512,2
14513,2
14514,2
14515,2
14516,2
14517,2
14518,2
14519,2
14520,2
14521,2
14527,2
14528,2
14529,2
14530,2
14531,2
14532,2
14533,2
14534,2
14542,2
14543,2
14544,2
14525,2
14526,2
14537,2
14538,2
14539,2
14540,2
14541,2
14549,2
14550,2
14551,2
14552,2
14553,2
14554,2
14555,2
14556,2
14557,2
14558,2
14563,2
14564,2
14565,2
14566,2
14567,2
14568,2
14569,2
14570,2
14571,2
14580,2
14581,2
14582,2
14583,2
14584,2
14585,2
14586,2
14587,2
14593,2
14594,2
14595,2
14596,2
14597,2
14598,2
14599,2
14600,2
14603,2
14604,2
14605,2
14606,2
14607,2
14608,2
14610,2
14611,2
14612,2
14615,2
14616,2
14617,2
14618,2
14623,2
14624,2
14628,2
14629,2
14630,2
15591,2
15609,2
15621,2
14474,3
14475,3
14485,3
14499,3
14500,3
14507,3
14508,3
14522,3
14523,3
14535,3
14536,3
14545,3
14559,3
14572,3
14573,3
14574,3
14575,3
14588,3
14589,3
14614,3
14619,3
14621,3
14622,3
14625,3
14627,3
14632,3
14633,3
14634,3
14635,3
14636,3
14640,3
14641,3
14642,3
14643,3
14644,3
14649,3
14650,3
14651,3
14652,3
14653,3
14656,3
14657,3
14658,3
14659,3
14660,3
14661,3
14662,3
14663,3
14667,3
14668,3
14669,3
14670,3
14678,3
14679,3
14680,3
14681,3
14682,3
14683,3
14684,3
14724,3
14725,3
14726,3
14727,3
14728,3
14736,3
14737,3
14738,3
14739,3
14740,3
14741,3
14742,3
14747,3
14748,3
14749,3
14750,3
14761,3
14735,3
14746,3
14752,3
14757,3
14758,3
14759,3
14760,3
14762,3
14763,3
14764,3
14765,3
14766,3
14767,3
14768,3
14769,3
14770,3
14771,3
14772,3
14773,3
14774,3
14775,3
14776,3
14777,3
14778,3
14779,3
14780,3
14781,3
14782,3
14783,3
14784,3
14785,3
14786,3
14787,3
14788,3
14789,3
14790,3
14791,3
14792,3
14793,3
14794,3
14795,3
14796,3
14797,3
14798,3
14799,3
14800,3
14801,3
14803,3
14804,3
14805,3
14806,3
14807,3
14808,3
14809,3
14810,3
14811,3
14812,3
14813,3
14814,3
14815,3
14816,3
14817,3
14818,3
14819,3
14820,3
14821,3
14822,3
14823,3
14824,3
14825,3
14826,3
14828,3
14829,3
14830,3
14831,3
14832,3
14833,3
14837,3
14838,3
14839,3
14840,3
14841,3
14842,3
14843,3
14844,3
14845,3
14852,3
14853,3
14854,3
15553,3
15573,3
15574,3
15622,3
15633,3
15634,3
15645,3
15646,3
15658,3
15659,3
14486,4
14509,4
14524,4
14546,4
14547,4
14548,4
14560,4
14561,4
14562,4
14576,4
14577,4
14578,4
14590,4
14591,4
14601,4
14602,4
14609,4
14631,4
14637,4
14638,4
14639,4
14645,4
14646,4
14647,4
14654,4
14655,4
14664,4
14671,4
14672,4
14673,4
14674,4
14685,4
14686,4
14688,4
14689,4
14690,4
14691,4
14692,4
14693,4
14694,4
14695,4
14698,4
14699,4
14700,4
14701,4
14702,4
14703,4
14704,4
14705,4
14706,4
14707,4
14708,4
14710,4
14711,4
14712,4
14713,4
14714,4
14715,4
14716,4
14717,4
14718,4
14719,4
14720,4
14721,4
14722,4
14723,4
14729,4
14730,4
14731,4
14732,4
14733,4
14743,4
14751,4
14734,4
14744,4
14745,4
14753,4
14754,4
14755,4
14756,4
14802,4
14827,4
14834,4
14835,4
14836,4
14846,4
14847,4
14848,4
14849,4
14850,4
14851,4
14855,4
14856,4
14857,4
14858,4
14859,4
14860,4
14861,4
14862,4
14863,4
14864,4
14865,4
14866,4
14867,4
14868,4
14869,4
14870,4
14871,4
14872,4
14873,4
14874,4
14875,4
14876,4
14877,4
14878,4
14879,4
14880,4
14881,4
14882,4
14883,4
14884,4
14885,4
14886,4
14887,4
14888,4
14889,4
14890,4
14891,4
14892,4
14893,4
14894,4
14895,4
14896,4
14897,4
14898,4
14899,4
14900,4
14901,4
14902,4
14904,4
14905,4
14906,4
14907,4
14908,4
14909,4
14910,4
14911,4
14912,4
14914,4
14915,4
14916,4
14917,4
14918,4
14921,4
14922,4
14923,4
14924,4
14926,4
14927,4
14930,4
14931,4
14933,4
14934,4
14937,4
14942,4
14959,4
15046,4
15055,4
15070,4
15084,4
15093,4
15103,4
15492,4
15505,4
15506,4
15531,4
15554,4
15623,4
15624,4
15635,4
15647,4
15648,4
15660,4
14579,5
14592,5
14613,5
14620,5
14626,5
14648,5
14665,5
14666,5
14675,5
14676,5
14677,5
14687,5
14696,5
14697,5
14709,5
14903,5
14913,5
14919,5
14920,5
14925,5
14928,5
14929,5
14932,5
14935,5
14936,5
14938,5
14939,5
14940,5
14941,5
14943,5
14944,5
14945,5
14946,5
14947,5
14948,5
14949,5
14950,5
14951,5
14952,5
14953,5
14954,5
14955,5
14956,5
14957,5
14958,5
14960,5
14961,5
14962,5
14963,5
14964,5
14965,5
14966,5
14967,5
14968,5
14969,5
14970,5
14971,5
14972,5
14973,5
14974,5
14975,5
14976,5
14977,5
14978,5
14979,5
14980,5
14981,5
14982,5
14983,5
14984,5
14985,5
14986,5
14987,5
14988,5
14989,5
14990,5
14991,5
14992,5
14993,5
14994,5
14995,5
14996,5
14997,5
14998,5
14999,5
15000,5
15001,5
15002,5
15003,5
15004,5
15005,5
15006,5
15031,5
15032,5
15033,5
15038,5
15039,5
15048,5
15049,5
15050,5
15051,5
15056,5
15057,5
15058,5
15064,5
15065,5
15066,5
15075,5
15076,5
15077,5
15081,5
15085,5
15092,5
15318,5
15344,5
15345,5
15388,5
15442,5
15366,5
15385,5
15386,5
15387,5
15404,5
15405,5
15406,5
15424,5
15425,5
15439,5
15440,5
15441,5
15458,5
15459,5
15460,5
15461,5
15474,5
15475,5
15476,5
15477,5
15478,5
15479,5
15493,5
15494,5
15495,5
15507,5
15508,5
15509,5
15510,5
15511,5
15532,5
15533,5
15555,5
15556,5
15557,5
15558,5
15575,5
15576,5
15577,5
15578,5
15592,5
15593,5
15594,5
15595,5
15596,5
15610,5
15611,5
15612,5
15625,5
15626,5
15636,5
15637,5
15649,5
15650,5
15651,5
15661,5
15662,5
15663,5
