time_index,gen_full,cf
9,wecc_pnw_natural_gas_steam_turbine_1,1.0
10,wecc_pnw_natural_gas_steam_turbine_1,1.0
11,wecc_pnw_natural_gas_steam_turbine_1,1.0
12,wecc_pnw_natural_gas_steam_turbine_1,1.0
13,wecc_pnw_natural_gas_steam_turbine_1,1.0
14,wecc_pnw_natural_gas_steam_turbine_1,1.0
15,wecc_pnw_natural_gas_steam_turbine_1,1.0
16,wecc_pnw_natural_gas_steam_turbine_1,1.0
17,wecc_pnw_natural_gas_steam_turbine_1,1.0
18,wecc_pnw_natural_gas_steam_turbine_1,1.0
19,wecc_pnw_natural_gas_steam_turbine_1,1.0
20,wecc_pnw_natural_gas_steam_turbine_1,1.0
21,wecc_pnw_natural_gas_steam_turbine_1,1.0
22,wecc_pnw_natural_gas_steam_turbine_1,1.0
23,wecc_pnw_natural_gas_steam_turbine_1,1.0
24,wecc_pnw_natural_gas_steam_turbine_1,1.0
1,wecc_pnw_nuclear_1,1.0
2,wecc_pnw_nuclear_1,1.0
3,wecc_pnw_nuclear_1,1.0
4,wecc_pnw_nuclear_1,1.0
5,wecc_pnw_nuclear_1,1.0
6,wecc_pnw_nuclear_1,1.0
7,wecc_pnw_nuclear_1,1.0
8,wecc_pnw_nuclear_1,1.0
9,wecc_pnw_nuclear_1,1.0
10,wecc_pnw_nuclear_1,1.0
11,wecc_pnw_nuclear_1,1.0
12,wecc_pnw_nuclear_1,1.0
13,wecc_pnw_nuclear_1,1.0
14,wecc_pnw_nuclear_1,1.0
15,wecc_pnw_nuclear_1,1.0
16,wecc_pnw_nuclear_1,1.0
17,wecc_pnw_nuclear_1,1.0
18,wecc_pnw_nuclear_1,1.0
19,wecc_pnw_nuclear_1,1.0
20,wecc_pnw_nuclear_1,1.0
21,wecc_pnw_nuclear_1,1.0
22,wecc_pnw_nuclear_1,1.0
23,wecc_pnw_nuclear_1,1.0
24,wecc_pnw_nuclear_1,1.0
1,wecc_pnw_onshore_wind_turbine_1,0.322
2,wecc_pnw_onshore_wind_turbine_1,0.267
3,wecc_pnw_onshore_wind_turbine_1,0.207
4,wecc_pnw_onshore_wind_turbine_1,0.285
5,wecc_pnw_onshore_wind_turbine_1,0.312
6,wecc_pnw_onshore_wind_turbine_1,0.299
7,wecc_pnw_onshore_wind_turbine_1,0.058
8,wecc_pnw_onshore_wind_turbine_1,0.028
9,wecc_pnw_onshore_wind_turbine_1,0.066
10,wecc_pnw_onshore_wind_turbine_1,0.069
11,wecc_pnw_onshore_wind_turbine_1,0.135
12,wecc_pnw_onshore_wind_turbine_1,0.174
13,wecc_pnw_onshore_wind_turbine_1,0.206
14,wecc_pnw_onshore_wind_turbine_1,0.176
15,wecc_pnw_onshore_wind_turbine_1,0.32
16,wecc_pnw_onshore_wind_turbine_1,0.374
17,wecc_pnw_onshore_wind_turbine_1,0.438
18,wecc_pnw_onshore_wind_turbine_1,0.443
19,wecc_pnw_onshore_wind_turbine_1,0.374
20,wecc_pnw_onshore_wind_turbine_1,0.244
21,wecc_pnw_onshore_wind_turbine_1,0.168
22,wecc_pnw_onshore_wind_turbine_1,0.163
23,wecc_pnw_onshore_wind_turbine_1,0.151
24,wecc_pnw_onshore_wind_turbine_1,0.148
1,wecc_pnw_other_peaker_1,1.0
2,wecc_pnw_other_peaker_1,1.0
3,wecc_pnw_other_peaker_1,1.0
4,wecc_pnw_other_peaker_1,1.0
5,wecc_pnw_other_peaker_1,1.0
6,wecc_pnw_other_peaker_1,1.0
7,wecc_pnw_other_peaker_1,1.0
8,wecc_pnw_other_peaker_1,1.0
9,wecc_pnw_other_peaker_1,1.0
10,wecc_pnw_other_peaker_1,1.0
11,wecc_pnw_other_peaker_1,1.0
12,wecc_pnw_other_peaker_1,1.0
13,wecc_pnw_other_peaker_1,1.0
14,wecc_pnw_other_peaker_1,1.0
15,wecc_pnw_other_peaker_1,1.0
16,wecc_pnw_other_peaker_1,1.0
17,wecc_pnw_other_peaker_1,1.0
18,wecc_pnw_other_peaker_1,1.0
19,wecc_pnw_other_peaker_1,1.0
20,wecc_pnw_other_peaker_1,1.0
21,wecc_pnw_other_peaker_1,1.0
22,wecc_pnw_other_peaker_1,1.0
23,wecc_pnw_other_peaker_1,1.0
24,wecc_pnw_other_peaker_1,1.0
1,wecc_pnw_solar_photovoltaic_1,0.0
2,wecc_pnw_solar_photovoltaic_1,0.0
3,wecc_pnw_solar_photovoltaic_1,0.0
4,wecc_pnw_solar_photovoltaic_1,0.0
5,wecc_pnw_solar_photovoltaic_1,0.0
6,wecc_pnw_solar_photovoltaic_1,0.0
7,wecc_pnw_solar_photovoltaic_1,0.0
8,wecc_pnw_solar_photovoltaic_1,0.0
9,wecc_pnw_solar_photovoltaic_1,0.011
10,wecc_pnw_solar_photovoltaic_1,0.235
11,wecc_pnw_solar_photovoltaic_1,0.398
12,wecc_pnw_solar_photovoltaic_1,0.494
13,wecc_pnw_solar_photovoltaic_1,0.434
14,wecc_pnw_solar_photovoltaic_1,0.394
15,wecc_pnw_solar_photovoltaic_1,0.357
16,wecc_pnw_solar_photovoltaic_1,0.26
17,wecc_pnw_solar_photovoltaic_1,0.082
18,wecc_pnw_solar_photovoltaic_1,0.0
19,wecc_pnw_solar_photovoltaic_1,0.0
20,wecc_pnw_solar_photovoltaic_1,0.0
21,wecc_pnw_solar_photovoltaic_1,0.0
22,wecc_pnw_solar_photovoltaic_1,0.0
23,wecc_pnw_solar_photovoltaic_1,0.0
24,wecc_pnw_solar_photovoltaic_1,0.0
1,wecc_wyco_batteries_1,1.0
2,wecc_wyco_batteries_1,1.0
3,wecc_wyco_batteries_1,1.0
4,wecc_wyco_batteries_1,1.0
5,wecc_wyco_batteries_1,1.0
6,wecc_wyco_batteries_1,1.0
7,wecc_wyco_batteries_1,1.0
8,wecc_wyco_batteries_1,1.0
9,wecc_wyco_batteries_1,1.0
10,wecc_wyco_batteries_1,1.0
11,wecc_wyco_batteries_1,1.0
12,wecc_wyco_batteries_1,1.0
13,wecc_wyco_batteries_1,1.0
14,wecc_wyco_batteries_1,1.0
15,wecc_wyco_batteries_1,1.0
16,wecc_wyco_batteries_1,1.0
17,wecc_wyco_batteries_1,1.0
18,wecc_wyco_batteries_1,1.0
19,wecc_wyco_batteries_1,1.0
20,wecc_wyco_batteries_1,1.0
21,wecc_wyco_batteries_1,1.0
22,wecc_wyco_batteries_1,1.0
23,wecc_wyco_batteries_1,1.0
24,wecc_wyco_batteries_1,1.0
1,wecc_wyco_biomass_1,1.0
2,wecc_wyco_biomass_1,1.0
3,wecc_wyco_biomass_1,1.0
4,wecc_wyco_biomass_1,1.0
5,wecc_wyco_biomass_1,1.0
6,wecc_wyco_biomass_1,1.0
7,wecc_wyco_biomass_1,1.0
8,wecc_wyco_biomass_1,1.0
9,wecc_wyco_biomass_1,1.0
10,wecc_wyco_biomass_1,1.0
11,wecc_wyco_biomass_1,1.0
12,wecc_wyco_biomass_1,1.0
13,wecc_wyco_biomass_1,1.0
14,wecc_wyco_biomass_1,1.0
15,wecc_wyco_biomass_1,1.0
16,wecc_wyco_biomass_1,1.0
17,wecc_wyco_biomass_1,1.0
18,wecc_wyco_biomass_1,1.0
19,wecc_wyco_biomass_1,1.0
20,wecc_wyco_biomass_1,1.0
21,wecc_wyco_biomass_1,1.0
22,wecc_wyco_biomass_1,1.0
23,wecc_wyco_biomass_1,1.0
24,wecc_wyco_biomass_1,1.0
1,wecc_wyco_conventional_hydroelectric_1,0.189
2,wecc_wyco_conventional_hydroelectric_1,0.189
3,wecc_wyco_conventional_hydroelectric_1,0.189
4,wecc_wyco_conventional_hydroelectric_1,0.189
5,wecc_wyco_conventional_hydroelectric_1,0.189
6,wecc_wyco_conventional_hydroelectric_1,0.189
7,wecc_wyco_conventional_hydroelectric_1,0.189
8,wecc_wyco_conventional_hydroelectric_1,0.19
9,wecc_wyco_conventional_hydroelectric_1,0.19
10,wecc_wyco_conventional_hydroelectric_1,0.19
11,wecc_wyco_conventional_hydroelectric_1,0.19
12,wecc_wyco_conventional_hydroelectric_1,0.19
13,wecc_wyco_conventional_hydroelectric_1,0.19
14,wecc_wyco_conventional_hydroelectric_1,0.19
15,wecc_wyco_conventional_hydroelectric_1,0.19
16,wecc_wyco_conventional_hydroelectric_1,0.19
17,wecc_wyco_conventional_hydroelectric_1,0.19
18,wecc_wyco_conventional_hydroelectric_1,0.19
19,wecc_wyco_conventional_hydroelectric_1,0.191
20,wecc_wyco_conventional_hydroelectric_1,0.191
21,wecc_wyco_conventional_hydroelectric_1,0.191
22,wecc_wyco_conventional_hydroelectric_1,0.191
23,wecc_wyco_conventional_hydroelectric_1,0.191
24,wecc_wyco_conventional_hydroelectric_1,0.191
1,wecc_wyco_conventional_steam_coal_1,1.0
2,wecc_wyco_conventional_steam_coal_1,1.0
3,wecc_wyco_conventional_steam_coal_1,1.0
4,wecc_wyco_conventional_steam_coal_1,1.0
5,wecc_wyco_conventional_steam_coal_1,1.0
6,wecc_wyco_conventional_steam_coal_1,1.0
7,wecc_wyco_conventional_steam_coal_1,1.0
8,wecc_wyco_conventional_steam_coal_1,1.0
9,wecc_wyco_conventional_steam_coal_1,1.0
10,wecc_wyco_conventional_steam_coal_1,1.0
11,wecc_wyco_conventional_steam_coal_1,1.0
12,wecc_wyco_conventional_steam_coal_1,1.0
13,wecc_wyco_conventional_steam_coal_1,1.0
14,wecc_wyco_conventional_steam_coal_1,1.0
15,wecc_wyco_conventional_steam_coal_1,1.0
16,wecc_wyco_conventional_steam_coal_1,1.0
17,wecc_wyco_conventional_steam_coal_1,1.0
18,wecc_wyco_conventional_steam_coal_1,1.0
19,wecc_wyco_conventional_steam_coal_1,1.0
20,wecc_wyco_conventional_steam_coal_1,1.0
21,wecc_wyco_conventional_steam_coal_1,1.0
22,wecc_wyco_conventional_steam_coal_1,1.0
23,wecc_wyco_conventional_steam_coal_1,1.0
24,wecc_wyco_conventional_steam_coal_1,1.0
1,wecc_wyco_hydroelectric_pumped_storage_1,1.0
2,wecc_wyco_hydroelectric_pumped_storage_1,1.0
3,wecc_wyco_hydroelectric_pumped_storage_1,1.0
4,wecc_wyco_hydroelectric_pumped_storage_1,1.0
5,wecc_wyco_hydroelectric_pumped_storage_1,1.0
6,wecc_wyco_hydroelectric_pumped_storage_1,1.0
7,wecc_wyco_hydroelectric_pumped_storage_1,1.0
8,wecc_wyco_hydroelectric_pumped_storage_1,1.0
9,wecc_wyco_hydroelectric_pumped_storage_1,1.0
10,wecc_wyco_hydroelectric_pumped_storage_1,1.0
11,wecc_wyco_hydroelectric_pumped_storage_1,1.0
12,wecc_wyco_hydroelectric_pumped_storage_1,1.0
13,wecc_wyco_hydroelectric_pumped_storage_1,1.0
14,wecc_wyco_hydroelectric_pumped_storage_1,1.0
15,wecc_wyco_hydroelectric_pumped_storage_1,1.0
16,wecc_wyco_hydroelectric_pumped_storage_1,1.0
17,wecc_wyco_hydroelectric_pumped_storage_1,1.0
18,wecc_wyco_hydroelectric_pumped_storage_1,1.0
19,wecc_wyco_hydroelectric_pumped_storage_1,1.0
20,wecc_wyco_hydroelectric_pumped_storage_1,1.0
21,wecc_wyco_hydroelectric_pumped_storage_1,1.0
22,wecc_wyco_hydroelectric_pumped_storage_1,1.0
23,wecc_wyco_hydroelectric_pumped_storage_1,1.0
24,wecc_wyco_hydroelectric_pumped_storage_1,1.0
1,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
2,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
3,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
4,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
5,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
6,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
7,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
8,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
9,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
10,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
11,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
12,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
13,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
14,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
15,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
16,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
17,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
18,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
19,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
20,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
21,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
22,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
23,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
24,wecc_wyco_natural_gas_fired_combined_cycle_1,1.0
1,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
2,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
3,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
4,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
5,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
6,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
7,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
8,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
9,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
10,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
11,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
12,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
13,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
14,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
15,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
16,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
17,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
18,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
19,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
20,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
21,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
22,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
23,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
24,wecc_wyco_natural_gas_fired_combined_cycle_2,1.0
1,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
2,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
3,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
4,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
5,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
6,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
7,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
8,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
9,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
10,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
11,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
12,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
13,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
14,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
15,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
16,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
17,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
18,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
19,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
20,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
21,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
22,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
23,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
24,wecc_wyco_natural_gas_fired_combustion_turbine_1,1.0
1,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
2,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
3,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
4,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
5,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
6,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
7,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
8,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
9,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
10,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
11,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
12,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
13,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
14,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
15,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
16,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
17,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
18,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
19,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
20,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
21,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
22,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
23,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
24,wecc_wyco_natural_gas_fired_combustion_turbine_2,1.0
1,wecc_wyco_natural_gas_steam_turbine_1,1.0
2,wecc_wyco_natural_gas_steam_turbine_1,1.0
3,wecc_wyco_natural_gas_steam_turbine_1,1.0
4,wecc_wyco_natural_gas_steam_turbine_1,1.0
5,wecc_wyco_natural_gas_steam_turbine_1,1.0
6,wecc_wyco_natural_gas_steam_turbine_1,1.0
7,wecc_wyco_natural_gas_steam_turbine_1,1.0
8,wecc_wyco_natural_gas_steam_turbine_1,1.0
9,wecc_wyco_natural_gas_steam_turbine_1,1.0
10,wecc_wyco_natural_gas_steam_turbine_1,1.0
11,wecc_wyco_natural_gas_steam_turbine_1,1.0
12,wecc_wyco_natural_gas_steam_turbine_1,1.0
13,wecc_wyco_natural_gas_steam_turbine_1,1.0
14,wecc_wyco_natural_gas_steam_turbine_1,1.0
15,wecc_wyco_natural_gas_steam_turbine_1,1.0
16,wecc_wyco_natural_gas_steam_turbine_1,1.0
17,wecc_wyco_natural_gas_steam_turbine_1,1.0
18,wecc_wyco_natural_gas_steam_turbine_1,1.0
19,wecc_wyco_natural_gas_steam_turbine_1,1.0
20,wecc_wyco_natural_gas_steam_turbine_1,1.0
21,wecc_wyco_natural_gas_steam_turbine_1,1.0
22,wecc_wyco_natural_gas_steam_turbine_1,1.0
23,wecc_wyco_natural_gas_steam_turbine_1,1.0
24,wecc_wyco_natural_gas_steam_turbine_1,1.0
1,wecc_wyco_onshore_wind_turbine_1,0.38
2,wecc_wyco_onshore_wind_turbine_1,0.387
3,wecc_wyco_onshore_wind_turbine_1,0.434
4,wecc_wyco_onshore_wind_turbine_1,0.433
5,wecc_wyco_onshore_wind_turbine_1,0.402
6,wecc_wyco_onshore_wind_turbine_1,0.401
7,wecc_wyco_onshore_wind_turbine_1,0.221
8,wecc_wyco_onshore_wind_turbine_1,0.18
9,wecc_wyco_onshore_wind_turbine_1,0.212
10,wecc_wyco_onshore_wind_turbine_1,0.239
11,wecc_wyco_onshore_wind_turbine_1,0.236
12,wecc_wyco_onshore_wind_turbine_1,0.193
13,wecc_wyco_onshore_wind_turbine_1,0.141
14,wecc_wyco_onshore_wind_turbine_1,0.141
15,wecc_wyco_onshore_wind_turbine_1,0.196
16,wecc_wyco_onshore_wind_turbine_1,0.177
17,wecc_wyco_onshore_wind_turbine_1,0.143
18,wecc_wyco_onshore_wind_turbine_1,0.115
19,wecc_wyco_onshore_wind_turbine_1,0.099
20,wecc_wyco_onshore_wind_turbine_1,0.106
21,wecc_wyco_onshore_wind_turbine_1,0.141
22,wecc_wyco_onshore_wind_turbine_1,0.19
23,wecc_wyco_onshore_wind_turbine_1,0.205
24,wecc_wyco_onshore_wind_turbine_1,0.229
1,wecc_wyco_other_peaker_1,1.0
2,wecc_wyco_other_peaker_1,1.0
3,wecc_wyco_other_peaker_1,1.0
4,wecc_wyco_other_peaker_1,1.0
5,wecc_wyco_other_peaker_1,1.0
6,wecc_wyco_other_peaker_1,1.0
7,wecc_wyco_other_peaker_1,1.0
8,wecc_wyco_other_peaker_1,1.0
9,wecc_wyco_other_peaker_1,1.0
10,wecc_wyco_other_peaker_1,1.0
11,wecc_wyco_other_peaker_1,1.0
12,wecc_wyco_other_peaker_1,1.0
13,wecc_wyco_other_peaker_1,1.0
14,wecc_wyco_other_peaker_1,1.0
15,wecc_wyco_other_peaker_1,1.0
16,wecc_wyco_other_peaker_1,1.0
17,wecc_wyco_other_peaker_1,1.0
18,wecc_wyco_other_peaker_1,1.0
19,wecc_wyco_other_peaker_1,1.0
20,wecc_wyco_other_peaker_1,1.0
21,wecc_wyco_other_peaker_1,1.0
22,wecc_wyco_other_peaker_1,1.0
23,wecc_wyco_other_peaker_1,1.0
24,wecc_wyco_other_peaker_1,1.0
1,wecc_wyco_solar_photovoltaic_1,0.0
2,wecc_wyco_solar_photovoltaic_1,0.0
3,wecc_wyco_solar_photovoltaic_1,0.0
4,wecc_wyco_solar_photovoltaic_1,0.0
5,wecc_wyco_solar_photovoltaic_1,0.0
6,wecc_wyco_solar_photovoltaic_1,0.0
7,wecc_wyco_solar_photovoltaic_1,0.0
8,wecc_wyco_solar_photovoltaic_1,0.175
9,wecc_wyco_solar_photovoltaic_1,0.406
10,wecc_wyco_solar_photovoltaic_1,0.517
11,wecc_wyco_solar_photovoltaic_1,0.619
12,wecc_wyco_solar_photovoltaic_1,0.608
13,wecc_wyco_solar_photovoltaic_1,0.589
14,wecc_wyco_solar_photovoltaic_1,0.582
15,wecc_wyco_solar_photovoltaic_1,0.485
16,wecc_wyco_solar_photovoltaic_1,0.271
17,wecc_wyco_solar_photovoltaic_1,0.0
18,wecc_wyco_solar_photovoltaic_1,0.0
19,wecc_wyco_solar_photovoltaic_1,0.0
20,wecc_wyco_solar_photovoltaic_1,0.0
21,wecc_wyco_solar_photovoltaic_1,0.0
22,wecc_wyco_solar_photovoltaic_1,0.0
23,wecc_wyco_solar_photovoltaic_1,0.0
24,wecc_wyco_solar_photovoltaic_1,0.0
1,ca_n_naturalgas_ccavgcf_moderate_0,1.0
2,ca_n_naturalgas_ccavgcf_moderate_0,1.0
3,ca_n_naturalgas_ccavgcf_moderate_0,1.0
4,ca_n_naturalgas_ccavgcf_moderate_0,1.0
5,ca_n_naturalgas_ccavgcf_moderate_0,1.0
6,ca_n_naturalgas_ccavgcf_moderate_0,1.0
7,ca_n_naturalgas_ccavgcf_moderate_0,1.0
8,ca_n_naturalgas_ccavgcf_moderate_0,1.0
9,ca_n_naturalgas_ccavgcf_moderate_0,1.0
10,ca_n_naturalgas_ccavgcf_moderate_0,1.0
11,ca_n_naturalgas_ccavgcf_moderate_0,1.0
12,ca_n_naturalgas_ccavgcf_moderate_0,1.0
13,ca_n_naturalgas_ccavgcf_moderate_0,1.0
14,ca_n_naturalgas_ccavgcf_moderate_0,1.0
15,ca_n_naturalgas_ccavgcf_moderate_0,1.0
16,ca_n_naturalgas_ccavgcf_moderate_0,1.0
17,ca_n_naturalgas_ccavgcf_moderate_0,1.0
18,ca_n_naturalgas_ccavgcf_moderate_0,1.0
19,ca_n_naturalgas_ccavgcf_moderate_0,1.0
20,ca_n_naturalgas_ccavgcf_moderate_0,1.0
21,ca_n_naturalgas_ccavgcf_moderate_0,1.0
22,ca_n_naturalgas_ccavgcf_moderate_0,1.0
23,ca_n_naturalgas_ccavgcf_moderate_0,1.0
24,ca_n_naturalgas_ccavgcf_moderate_0,1.0
1,ca_n_naturalgas_ctavgcf_moderate_0,1.0
2,ca_n_naturalgas_ctavgcf_moderate_0,1.0
3,ca_n_naturalgas_ctavgcf_moderate_0,1.0
4,ca_n_naturalgas_ctavgcf_moderate_0,1.0
5,ca_n_naturalgas_ctavgcf_moderate_0,1.0
6,ca_n_naturalgas_ctavgcf_moderate_0,1.0
7,ca_n_naturalgas_ctavgcf_moderate_0,1.0
8,ca_n_naturalgas_ctavgcf_moderate_0,1.0
9,ca_n_naturalgas_ctavgcf_moderate_0,1.0
10,ca_n_naturalgas_ctavgcf_moderate_0,1.0
11,ca_n_naturalgas_ctavgcf_moderate_0,1.0
12,ca_n_naturalgas_ctavgcf_moderate_0,1.0
13,ca_n_naturalgas_ctavgcf_moderate_0,1.0
14,ca_n_naturalgas_ctavgcf_moderate_0,1.0
15,ca_n_naturalgas_ctavgcf_moderate_0,1.0
16,ca_n_naturalgas_ctavgcf_moderate_0,1.0
17,ca_n_naturalgas_ctavgcf_moderate_0,1.0
18,ca_n_naturalgas_ctavgcf_moderate_0,1.0
19,ca_n_naturalgas_ctavgcf_moderate_0,1.0
20,ca_n_naturalgas_ctavgcf_moderate_0,1.0
21,ca_n_naturalgas_ctavgcf_moderate_0,1.0
22,ca_n_naturalgas_ctavgcf_moderate_0,1.0
23,ca_n_naturalgas_ctavgcf_moderate_0,1.0
24,ca_n_naturalgas_ctavgcf_moderate_0,1.0
1,ca_n_battery_moderate_0,1.0
2,ca_n_battery_moderate_0,1.0
3,ca_n_battery_moderate_0,1.0
4,ca_n_battery_moderate_0,1.0
5,ca_n_battery_moderate_0,1.0
6,ca_n_battery_moderate_0,1.0
7,ca_n_battery_moderate_0,1.0
8,ca_n_battery_moderate_0,1.0
9,ca_n_battery_moderate_0,1.0
10,ca_n_battery_moderate_0,1.0
11,ca_n_battery_moderate_0,1.0
12,ca_n_battery_moderate_0,1.0
13,ca_n_battery_moderate_0,1.0
14,ca_n_battery_moderate_0,1.0
15,ca_n_battery_moderate_0,1.0
16,ca_n_battery_moderate_0,1.0
17,ca_n_battery_moderate_0,1.0
18,ca_n_battery_moderate_0,1.0
19,ca_n_battery_moderate_0,1.0
20,ca_n_battery_moderate_0,1.0
21,ca_n_battery_moderate_0,1.0
22,ca_n_battery_moderate_0,1.0
23,ca_n_battery_moderate_0,1.0
24,ca_n_battery_moderate_0,1.0
1,ca_n_nuclear_nuclear_moderate_0,1.0
2,ca_n_nuclear_nuclear_moderate_0,1.0
3,ca_n_nuclear_nuclear_moderate_0,1.0
4,ca_n_nuclear_nuclear_moderate_0,1.0
5,ca_n_nuclear_nuclear_moderate_0,1.0
6,ca_n_nuclear_nuclear_moderate_0,1.0
7,ca_n_nuclear_nuclear_moderate_0,1.0
8,ca_n_nuclear_nuclear_moderate_0,1.0
9,ca_n_nuclear_nuclear_moderate_0,1.0
10,ca_n_nuclear_nuclear_moderate_0,1.0
11,ca_n_nuclear_nuclear_moderate_0,1.0
12,ca_n_nuclear_nuclear_moderate_0,1.0
13,ca_n_nuclear_nuclear_moderate_0,1.0
14,ca_n_nuclear_nuclear_moderate_0,1.0
15,ca_n_nuclear_nuclear_moderate_0,1.0
16,ca_n_nuclear_nuclear_moderate_0,1.0
17,ca_n_nuclear_nuclear_moderate_0,1.0
18,ca_n_nuclear_nuclear_moderate_0,1.0
19,ca_n_nuclear_nuclear_moderate_0,1.0
20,ca_n_nuclear_nuclear_moderate_0,1.0
21,ca_n_nuclear_nuclear_moderate_0,1.0
22,ca_n_nuclear_nuclear_moderate_0,1.0
23,ca_n_nuclear_nuclear_moderate_0,1.0
24,ca_n_nuclear_nuclear_moderate_0,1.0
1,ca_n_naturalgas_ccs100_moderate_0,1.0
2,ca_n_naturalgas_ccs100_moderate_0,1.0
3,ca_n_naturalgas_ccs100_moderate_0,1.0
