time_index,gen_full,cf
6,wecc_n_utilitypv_class5_moderate_1,0.0
7,wecc_n_utilitypv_class5_moderate_1,0.0
8,wecc_n_utilitypv_class5_moderate_1,0.004
9,wecc_n_utilitypv_class5_moderate_1,0.237
10,wecc_n_utilitypv_class5_moderate_1,0.419
11,wecc_n_utilitypv_class5_moderate_1,0.513
12,wecc_n_utilitypv_class5_moderate_1,0.6
13,wecc_n_utilitypv_class5_moderate_1,0.603
14,wecc_n_utilitypv_class5_moderate_1,0.597
15,wecc_n_utilitypv_class5_moderate_1,0.543
16,wecc_n_utilitypv_class5_moderate_1,0.348
17,wecc_n_utilitypv_class5_moderate_1,0.054
18,wecc_n_utilitypv_class5_moderate_1,0.0
19,wecc_n_utilitypv_class5_moderate_1,0.0
20,wecc_n_utilitypv_class5_moderate_1,0.0
21,wecc_n_utilitypv_class5_moderate_1,0.0
22,wecc_n_utilitypv_class5_moderate_1,0.0
23,wecc_n_utilitypv_class5_moderate_1,0.0
24,wecc_n_utilitypv_class5_moderate_1,0.0
1,wecc_n_utilitypv_class5_moderate_2,0.0
2,wecc_n_utilitypv_class5_moderate_2,0.0
3,wecc_n_utilitypv_class5_moderate_2,0.0
4,wecc_n_utilitypv_class5_moderate_2,0.0
5,wecc_n_utilitypv_class5_moderate_2,0.0
6,wecc_n_utilitypv_class5_moderate_2,0.0
7,wecc_n_utilitypv_class5_moderate_2,0.0
8,wecc_n_utilitypv_class5_moderate_2,0.009
9,wecc_n_utilitypv_class5_moderate_2,0.332
10,wecc_n_utilitypv_class5_moderate_2,0.557
11,wecc_n_utilitypv_class5_moderate_2,0.675
12,wecc_n_utilitypv_class5_moderate_2,0.732
13,wecc_n_utilitypv_class5_moderate_2,0.743
14,wecc_n_utilitypv_class5_moderate_2,0.717
15,wecc_n_utilitypv_class5_moderate_2,0.667
16,wecc_n_utilitypv_class5_moderate_2,0.536
17,wecc_n_utilitypv_class5_moderate_2,0.284
18,wecc_n_utilitypv_class5_moderate_2,0.0
19,wecc_n_utilitypv_class5_moderate_2,0.0
20,wecc_n_utilitypv_class5_moderate_2,0.0
21,wecc_n_utilitypv_class5_moderate_2,0.0
22,wecc_n_utilitypv_class5_moderate_2,0.0
23,wecc_n_utilitypv_class5_moderate_2,0.0
24,wecc_n_utilitypv_class5_moderate_2,0.0
1,wecc_n_utilitypv_class5_moderate_3,0.0
2,wecc_n_utilitypv_class5_moderate_3,0.0
3,wecc_n_utilitypv_class5_moderate_3,0.0
4,wecc_n_utilitypv_class5_moderate_3,0.0
5,wecc_n_utilitypv_class5_moderate_3,0.0
6,wecc_n_utilitypv_class5_moderate_3,0.0
7,wecc_n_utilitypv_class5_moderate_3,0.0
8,wecc_n_utilitypv_class5_moderate_3,0.006
9,wecc_n_utilitypv_class5_moderate_3,0.292
10,wecc_n_utilitypv_class5_moderate_3,0.48
11,wecc_n_utilitypv_class5_moderate_3,0.557
12,wecc_n_utilitypv_class5_moderate_3,0.632
13,wecc_n_utilitypv_class5_moderate_3,0.652
14,wecc_n_utilitypv_class5_moderate_3,0.621
15,wecc_n_utilitypv_class5_moderate_3,0.52
16,wecc_n_utilitypv_class5_moderate_3,0.298
17,wecc_n_utilitypv_class5_moderate_3,0.022
18,wecc_n_utilitypv_class5_moderate_3,0.0
19,wecc_n_utilitypv_class5_moderate_3,0.0
20,wecc_n_utilitypv_class5_moderate_3,0.0
21,wecc_n_utilitypv_class5_moderate_3,0.0
22,wecc_n_utilitypv_class5_moderate_3,0.0
23,wecc_n_utilitypv_class5_moderate_3,0.0
24,wecc_n_utilitypv_class5_moderate_3,0.0
1,wecc_n_utilitypv_class5_moderate_4,0.0
2,wecc_n_utilitypv_class5_moderate_4,0.0
3,wecc_n_utilitypv_class5_moderate_4,0.0
4,wecc_n_utilitypv_class5_moderate_4,0.0
5,wecc_n_utilitypv_class5_moderate_4,0.0
6,wecc_n_utilitypv_class5_moderate_4,0.0
7,wecc_n_utilitypv_class5_moderate_4,0.0
8,wecc_n_utilitypv_class5_moderate_4,0.033
9,wecc_n_utilitypv_class5_moderate_4,0.346
10,wecc_n_utilitypv_class5_moderate_4,0.554
11,wecc_n_utilitypv_class5_moderate_4,0.66
12,wecc_n_utilitypv_class5_moderate_4,0.729
13,wecc_n_utilitypv_class5_moderate_4,0.751
14,wecc_n_utilitypv_class5_moderate_4,0.711
15,wecc_n_utilitypv_class5_moderate_4,0.624
16,wecc_n_utilitypv_class5_moderate_4,0.465
17,wecc_n_utilitypv_class5_moderate_4,0.194
18,wecc_n_utilitypv_class5_moderate_4,0.0
19,wecc_n_utilitypv_class5_moderate_4,0.0
20,wecc_n_utilitypv_class5_moderate_4,0.0
21,wecc_n_utilitypv_class5_moderate_4,0.0
22,wecc_n_utilitypv_class5_moderate_4,0.0
23,wecc_n_utilitypv_class5_moderate_4,0.0
24,wecc_n_utilitypv_class5_moderate_4,0.0
1,wecc_n_utilitypv_class5_moderate_5,0.0
2,wecc_n_utilitypv_class5_moderate_5,0.0
3,wecc_n_utilitypv_class5_moderate_5,0.0
4,wecc_n_utilitypv_class5_moderate_5,0.0
5,wecc_n_utilitypv_class5_moderate_5,0.0
6,wecc_n_utilitypv_class5_moderate_5,0.0
7,wecc_n_utilitypv_class5_moderate_5,0.0
8,wecc_n_utilitypv_class5_moderate_5,0.021
9,wecc_n_utilitypv_class5_moderate_5,0.349
10,wecc_n_utilitypv_class5_moderate_5,0.512
11,wecc_n_utilitypv_class5_moderate_5,0.602
12,wecc_n_utilitypv_class5_moderate_5,0.649
13,wecc_n_utilitypv_class5_moderate_5,0.666
14,wecc_n_utilitypv_class5_moderate_5,0.631
15,wecc_n_utilitypv_class5_moderate_5,0.514
16,wecc_n_utilitypv_class5_moderate_5,0.295
17,wecc_n_utilitypv_class5_moderate_5,0.021
18,wecc_n_utilitypv_class5_moderate_5,0.0
19,wecc_n_utilitypv_class5_moderate_5,0.0
20,wecc_n_utilitypv_class5_moderate_5,0.0
21,wecc_n_utilitypv_class5_moderate_5,0.0
22,wecc_n_utilitypv_class5_moderate_5,0.0
23,wecc_n_utilitypv_class5_moderate_5,0.0
24,wecc_n_utilitypv_class5_moderate_5,0.0
1,wecc_n_utilitypv_class5_moderate_6,0.0
2,wecc_n_utilitypv_class5_moderate_6,0.0
3,wecc_n_utilitypv_class5_moderate_6,0.0
4,wecc_n_utilitypv_class5_moderate_6,0.0
5,wecc_n_utilitypv_class5_moderate_6,0.0
6,wecc_n_utilitypv_class5_moderate_6,0.0
7,wecc_n_utilitypv_class5_moderate_6,0.0
8,wecc_n_utilitypv_class5_moderate_6,0.046
9,wecc_n_utilitypv_class5_moderate_6,0.339
10,wecc_n_utilitypv_class5_moderate_6,0.53
11,wecc_n_utilitypv_class5_moderate_6,0.637
12,wecc_n_utilitypv_class5_moderate_6,0.69
13,wecc_n_utilitypv_class5_moderate_6,0.703
14,wecc_n_utilitypv_class5_moderate_6,0.677
15,wecc_n_utilitypv_class5_moderate_6,0.575
16,wecc_n_utilitypv_class5_moderate_6,0.404
17,wecc_n_utilitypv_class5_moderate_6,0.134
18,wecc_n_utilitypv_class5_moderate_6,0.0
19,wecc_n_utilitypv_class5_moderate_6,0.0
20,wecc_n_utilitypv_class5_moderate_6,0.0
21,wecc_n_utilitypv_class5_moderate_6,0.0
22,wecc_n_utilitypv_class5_moderate_6,0.0
23,wecc_n_utilitypv_class5_moderate_6,0.0
24,wecc_n_utilitypv_class5_moderate_6,0.0
1,wecc_n_utilitypv_class5_moderate_7,0.0
2,wecc_n_utilitypv_class5_moderate_7,0.0
3,wecc_n_utilitypv_class5_moderate_7,0.0
4,wecc_n_utilitypv_class5_moderate_7,0.0
5,wecc_n_utilitypv_class5_moderate_7,0.0
6,wecc_n_utilitypv_class5_moderate_7,0.0
7,wecc_n_utilitypv_class5_moderate_7,0.0
8,wecc_n_utilitypv_class5_moderate_7,0.014
9,wecc_n_utilitypv_class5_moderate_7,0.358
10,wecc_n_utilitypv_class5_moderate_7,0.513
11,wecc_n_utilitypv_class5_moderate_7,0.612
12,wecc_n_utilitypv_class5_moderate_7,0.653
13,wecc_n_utilitypv_class5_moderate_7,0.677
14,wecc_n_utilitypv_class5_moderate_7,0.632
15,wecc_n_utilitypv_class5_moderate_7,0.511
16,wecc_n_utilitypv_class5_moderate_7,0.271
17,wecc_n_utilitypv_class5_moderate_7,0.014
18,wecc_n_utilitypv_class5_moderate_7,0.0
19,wecc_n_utilitypv_class5_moderate_7,0.0
20,wecc_n_utilitypv_class5_moderate_7,0.0
21,wecc_n_utilitypv_class5_moderate_7,0.0
22,wecc_n_utilitypv_class5_moderate_7,0.0
23,wecc_n_utilitypv_class5_moderate_7,0.0
24,wecc_n_utilitypv_class5_moderate_7,0.0
1,wecc_n_utilitypv_class5_moderate_8,0.0
2,wecc_n_utilitypv_class5_moderate_8,0.0
3,wecc_n_utilitypv_class5_moderate_8,0.0
4,wecc_n_utilitypv_class5_moderate_8,0.0
5,wecc_n_utilitypv_class5_moderate_8,0.0
6,wecc_n_utilitypv_class5_moderate_8,0.0
7,wecc_n_utilitypv_class5_moderate_8,0.0
8,wecc_n_utilitypv_class5_moderate_8,0.043
9,wecc_n_utilitypv_class5_moderate_8,0.319
10,wecc_n_utilitypv_class5_moderate_8,0.521
11,wecc_n_utilitypv_class5_moderate_8,0.627
12,wecc_n_utilitypv_class5_moderate_8,0.688
13,wecc_n_utilitypv_class5_moderate_8,0.697
14,wecc_n_utilitypv_class5_moderate_8,0.664
15,wecc_n_utilitypv_class5_moderate_8,0.565
16,wecc_n_utilitypv_class5_moderate_8,0.395
17,wecc_n_utilitypv_class5_moderate_8,0.122
18,wecc_n_utilitypv_class5_moderate_8,0.0
19,wecc_n_utilitypv_class5_moderate_8,0.0
20,wecc_n_utilitypv_class5_moderate_8,0.0
21,wecc_n_utilitypv_class5_moderate_8,0.0
22,wecc_n_utilitypv_class5_moderate_8,0.0
23,wecc_n_utilitypv_class5_moderate_8,0.0
24,wecc_n_utilitypv_class5_moderate_8,0.0
1,wecc_n_utilitypv_class5_moderate_9,0.0
2,wecc_n_utilitypv_class5_moderate_9,0.0
3,wecc_n_utilitypv_class5_moderate_9,0.0
4,wecc_n_utilitypv_class5_moderate_9,0.0
5,wecc_n_utilitypv_class5_moderate_9,0.0
6,wecc_n_utilitypv_class5_moderate_9,0.0
7,wecc_n_utilitypv_class5_moderate_9,0.0
8,wecc_n_utilitypv_class5_moderate_9,0.017
9,wecc_n_utilitypv_class5_moderate_9,0.314
10,wecc_n_utilitypv_class5_moderate_9,0.489
11,wecc_n_utilitypv_class5_moderate_9,0.592
12,wecc_n_utilitypv_class5_moderate_9,0.649
13,wecc_n_utilitypv_class5_moderate_9,0.669
14,wecc_n_utilitypv_class5_moderate_9,0.618
15,wecc_n_utilitypv_class5_moderate_9,0.497
16,wecc_n_utilitypv_class5_moderate_9,0.259
17,wecc_n_utilitypv_class5_moderate_9,0.026
18,wecc_n_utilitypv_class5_moderate_9,0.0
19,wecc_n_utilitypv_class5_moderate_9,0.0
20,wecc_n_utilitypv_class5_moderate_9,0.0
21,wecc_n_utilitypv_class5_moderate_9,0.0
22,wecc_n_utilitypv_class5_moderate_9,0.0
23,wecc_n_utilitypv_class5_moderate_9,0.0
24,wecc_n_utilitypv_class5_moderate_9,0.0
1,wecc_n_utilitypv_class5_moderate_10,0.0
2,wecc_n_utilitypv_class5_moderate_10,0.0
3,wecc_n_utilitypv_class5_moderate_10,0.0
4,wecc_n_utilitypv_class5_moderate_10,0.0
5,wecc_n_utilitypv_class5_moderate_10,0.0
6,wecc_n_utilitypv_class5_moderate_10,0.0
7,wecc_n_utilitypv_class5_moderate_10,0.0
8,wecc_n_utilitypv_class5_moderate_10,0.054
9,wecc_n_utilitypv_class5_moderate_10,0.372
10,wecc_n_utilitypv_class5_moderate_10,0.566
11,wecc_n_utilitypv_class5_moderate_10,0.668
12,wecc_n_utilitypv_class5_moderate_10,0.725
13,wecc_n_utilitypv_class5_moderate_10,0.726
14,wecc_n_utilitypv_class5_moderate_10,0.691
15,wecc_n_utilitypv_class5_moderate_10,0.587
16,wecc_n_utilitypv_class5_moderate_10,0.408
17,wecc_n_utilitypv_class5_moderate_10,0.112
18,wecc_n_utilitypv_class5_moderate_10,0.0
19,wecc_n_utilitypv_class5_moderate_10,0.0
20,wecc_n_utilitypv_class5_moderate_10,0.0
21,wecc_n_utilitypv_class5_moderate_10,0.0
22,wecc_n_utilitypv_class5_moderate_10,0.0
23,wecc_n_utilitypv_class5_moderate_10,0.0
24,wecc_n_utilitypv_class5_moderate_10,0.0
1,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
2,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
3,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
4,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
5,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
6,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
7,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
8,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
9,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
10,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
11,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
12,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
13,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
14,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
15,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
16,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
17,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
18,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
19,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
20,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
21,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
22,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
23,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
24,wecc_nmaz_naturalgas_ccavgcf_moderate_0,1.0
1,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
2,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
3,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
4,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
5,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
6,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
7,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
8,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
9,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
10,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
11,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
12,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
13,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
14,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
15,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
16,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
17,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
18,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
19,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
20,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
21,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
22,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
23,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
24,wecc_nmaz_naturalgas_ctavgcf_moderate_0,1.0
1,wecc_nmaz_battery_moderate_0,1.0
2,wecc_nmaz_battery_moderate_0,1.0
3,wecc_nmaz_battery_moderate_0,1.0
4,wecc_nmaz_battery_moderate_0,1.0
5,wecc_nmaz_battery_moderate_0,1.0
6,wecc_nmaz_battery_moderate_0,1.0
7,wecc_nmaz_battery_moderate_0,1.0
8,wecc_nmaz_battery_moderate_0,1.0
9,wecc_nmaz_battery_moderate_0,1.0
10,wecc_nmaz_battery_moderate_0,1.0
11,wecc_nmaz_battery_moderate_0,1.0
12,wecc_nmaz_battery_moderate_0,1.0
13,wecc_nmaz_battery_moderate_0,1.0
14,wecc_nmaz_battery_moderate_0,1.0
15,wecc_nmaz_battery_moderate_0,1.0
16,wecc_nmaz_battery_moderate_0,1.0
17,wecc_nmaz_battery_moderate_0,1.0
18,wecc_nmaz_battery_moderate_0,1.0
19,wecc_nmaz_battery_moderate_0,1.0
20,wecc_nmaz_battery_moderate_0,1.0
21,wecc_nmaz_battery_moderate_0,1.0
22,wecc_nmaz_battery_moderate_0,1.0
23,wecc_nmaz_battery_moderate_0,1.0
24,wecc_nmaz_battery_moderate_0,1.0
1,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
2,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
3,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
4,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
5,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
6,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
7,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
8,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
9,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
10,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
11,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
12,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
13,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
14,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
15,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
16,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
17,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
18,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
19,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
20,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
21,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
22,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
23,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
24,wecc_nmaz_nuclear_nuclear_moderate_0,1.0
1,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
2,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
3,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
4,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
5,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
6,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
7,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
8,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
9,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
10,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
11,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
12,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
13,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
14,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
15,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
16,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
17,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
18,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
19,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
20,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
21,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
22,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
23,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
24,wecc_nmaz_naturalgas_ccs100_moderate_0,1.0
1,wecc_nmaz_landbasedwind_class6_moderate_1,0.492
2,wecc_nmaz_landbasedwind_class6_moderate_1,0.336
3,wecc_nmaz_landbasedwind_class6_moderate_1,0.257
4,wecc_nmaz_landbasedwind_class6_moderate_1,0.262
5,wecc_nmaz_landbasedwind_class6_moderate_1,0.216
6,wecc_nmaz_landbasedwind_class6_moderate_1,0.259
7,wecc_nmaz_landbasedwind_class6_moderate_1,0.221
8,wecc_nmaz_landbasedwind_class6_moderate_1,0.231
9,wecc_nmaz_landbasedwind_class6_moderate_1,0.189
10,wecc_nmaz_landbasedwind_class6_moderate_1,0.166
11,wecc_nmaz_landbasedwind_class6_moderate_1,0.128
12,wecc_nmaz_landbasedwind_class6_moderate_1,0.132
13,wecc_nmaz_landbasedwind_class6_moderate_1,0.115
14,wecc_nmaz_landbasedwind_class6_moderate_1,0.049
15,wecc_nmaz_landbasedwind_class6_moderate_1,0.108
16,wecc_nmaz_landbasedwind_class6_moderate_1,0.112
17,wecc_nmaz_landbasedwind_class6_moderate_1,0.101
18,wecc_nmaz_landbasedwind_class6_moderate_1,0.154
19,wecc_nmaz_landbasedwind_class6_moderate_1,0.17
20,wecc_nmaz_landbasedwind_class6_moderate_1,0.183
21,wecc_nmaz_landbasedwind_class6_moderate_1,0.193
22,wecc_nmaz_landbasedwind_class6_moderate_1,0.164
23,wecc_nmaz_landbasedwind_class6_moderate_1,0.159
24,wecc_nmaz_landbasedwind_class6_moderate_1,0.168
1,wecc_nmaz_landbasedwind_class6_moderate_2,0.372
2,wecc_nmaz_landbasedwind_class6_moderate_2,0.215
3,wecc_nmaz_landbasedwind_class6_moderate_2,0.134
4,wecc_nmaz_landbasedwind_class6_moderate_2,0.139
5,wecc_nmaz_landbasedwind_class6_moderate_2,0.092
6,wecc_nmaz_landbasedwind_class6_moderate_2,0.121
7,wecc_nmaz_landbasedwind_class6_moderate_2,0.108
8,wecc_nmaz_landbasedwind_class6_moderate_2,0.126
9,wecc_nmaz_landbasedwind_class6_moderate_2,0.1
10,wecc_nmaz_landbasedwind_class6_moderate_2,0.075
11,wecc_nmaz_landbasedwind_class6_moderate_2,0.055
12,wecc_nmaz_landbasedwind_class6_moderate_2,0.063
13,wecc_nmaz_landbasedwind_class6_moderate_2,0.08
14,wecc_nmaz_landbasedwind_class6_moderate_2,0.06
15,wecc_nmaz_landbasedwind_class6_moderate_2,0.113
16,wecc_nmaz_landbasedwind_class6_moderate_2,0.126
17,wecc_nmaz_landbasedwind_class6_moderate_2,0.11
18,wecc_nmaz_landbasedwind_class6_moderate_2,0.121
19,wecc_nmaz_landbasedwind_class6_moderate_2,0.135
20,wecc_nmaz_landbasedwind_class6_moderate_2,0.173
21,wecc_nmaz_landbasedwind_class6_moderate_2,0.13
22,wecc_nmaz_landbasedwind_class6_moderate_2,0.101
23,wecc_nmaz_landbasedwind_class6_moderate_2,0.096
24,wecc_nmaz_landbasedwind_class6_moderate_2,0.102
1,wecc_nmaz_landbasedwind_class6_moderate_3,0.403
2,wecc_nmaz_landbasedwind_class6_moderate_3,0.214
3,wecc_nmaz_landbasedwind_class6_moderate_3,0.118
4,wecc_nmaz_landbasedwind_class6_moderate_3,0.132
5,wecc_nmaz_landbasedwind_class6_moderate_3,0.107
6,wecc_nmaz_landbasedwind_class6_moderate_3,0.143
7,wecc_nmaz_landbasedwind_class6_moderate_3,0.082
8,wecc_nmaz_landbasedwind_class6_moderate_3,0.108
9,wecc_nmaz_landbasedwind_class6_moderate_3,0.094
10,wecc_nmaz_landbasedwind_class6_moderate_3,0.085
11,wecc_nmaz_landbasedwind_class6_moderate_3,0.069
12,wecc_nmaz_landbasedwind_class6_moderate_3,0.078
13,wecc_nmaz_landbasedwind_class6_moderate_3,0.117
14,wecc_nmaz_landbasedwind_class6_moderate_3,0.097
15,wecc_nmaz_landbasedwind_class6_moderate_3,0.12
16,wecc_nmaz_landbasedwind_class6_moderate_3,0.126
17,wecc_nmaz_landbasedwind_class6_moderate_3,0.115
18,wecc_nmaz_landbasedwind_class6_moderate_3,0.133
19,wecc_nmaz_landbasedwind_class6_moderate_3,0.157
20,wecc_nmaz_landbasedwind_class6_moderate_3,0.179
21,wecc_nmaz_landbasedwind_class6_moderate_3,0.127
22,wecc_nmaz_landbasedwind_class6_moderate_3,0.094
23,wecc_nmaz_landbasedwind_class6_moderate_3,0.087
24,wecc_nmaz_landbasedwind_class6_moderate_3,0.079
1,wecc_nmaz_landbasedwind_class6_moderate_4,0.434
2,wecc_nmaz_landbasedwind_class6_moderate_4,0.373
3,wecc_nmaz_landbasedwind_class6_moderate_4,0.317
4,wecc_nmaz_landbasedwind_class6_moderate_4,0.316
5,wecc_nmaz_landbasedwind_class6_moderate_4,0.266
6,wecc_nmaz_landbasedwind_class6_moderate_4,0.308
7,wecc_nmaz_landbasedwind_class6_moderate_4,0.177
8,wecc_nmaz_landbasedwind_class6_moderate_4,0.187
9,wecc_nmaz_landbasedwind_class6_moderate_4,0.16
10,wecc_nmaz_landbasedwind_class6_moderate_4,0.12
11,wecc_nmaz_landbasedwind_class6_moderate_4,0.098
12,wecc_nmaz_landbasedwind_class6_moderate_4,0.123
13,wecc_nmaz_landbasedwind_class6_moderate_4,0.132
14,wecc_nmaz_landbasedwind_class6_moderate_4,0.109
15,wecc_nmaz_landbasedwind_class6_moderate_4,0.139
16,wecc_nmaz_landbasedwind_class6_moderate_4,0.14
17,wecc_nmaz_landbasedwind_class6_moderate_4,0.146
18,wecc_nmaz_landbasedwind_class6_moderate_4,0.221
19,wecc_nmaz_landbasedwind_class6_moderate_4,0.262
20,wecc_nmaz_landbasedwind_class6_moderate_4,0.299
21,wecc_nmaz_landbasedwind_class6_moderate_4,0.305
22,wecc_nmaz_landbasedwind_class6_moderate_4,0.316
23,wecc_nmaz_landbasedwind_class6_moderate_4,0.318
24,wecc_nmaz_landbasedwind_class6_moderate_4,0.321
1,wecc_nmaz_landbasedwind_class6_moderate_5,0.409
2,wecc_nmaz_landbasedwind_class6_moderate_5,0.342
3,wecc_nmaz_landbasedwind_class6_moderate_5,0.285
4,wecc_nmaz_landbasedwind_class6_moderate_5,0.281
5,wecc_nmaz_landbasedwind_class6_moderate_5,0.231
6,wecc_nmaz_landbasedwind_class6_moderate_5,0.294
7,wecc_nmaz_landbasedwind_class6_moderate_5,0.203
8,wecc_nmaz_landbasedwind_class6_moderate_5,0.204
9,wecc_nmaz_landbasedwind_class6_moderate_5,0.182
10,wecc_nmaz_landbasedwind_class6_moderate_5,0.13
11,wecc_nmaz_landbasedwind_class6_moderate_5,0.096
12,wecc_nmaz_landbasedwind_class6_moderate_5,0.096
13,wecc_nmaz_landbasedwind_class6_moderate_5,0.103
14,wecc_nmaz_landbasedwind_class6_moderate_5,0.091
15,wecc_nmaz_landbasedwind_class6_moderate_5,0.128
16,wecc_nmaz_landbasedwind_class6_moderate_5,0.133
17,wecc_nmaz_landbasedwind_class6_moderate_5,0.148
18,wecc_nmaz_landbasedwind_class6_moderate_5,0.258
19,wecc_nmaz_landbasedwind_class6_moderate_5,0.294
20,wecc_nmaz_landbasedwind_class6_moderate_5,0.305
21,wecc_nmaz_landbasedwind_class6_moderate_5,0.316
22,wecc_nmaz_landbasedwind_class6_moderate_5,0.323
23,wecc_nmaz_landbasedwind_class6_moderate_5,0.313
24,wecc_nmaz_landbasedwind_class6_moderate_5,0.33
1,wecc_nmaz_landbasedwind_class6_moderate_6,0.327
2,wecc_nmaz_landbasedwind_class6_moderate_6,0.235
3,wecc_nmaz_landbasedwind_class6_moderate_6,0.186
4,wecc_nmaz_landbasedwind_class6_moderate_6,0.203
5,wecc_nmaz_landbasedwind_class6_moderate_6,0.154
6,wecc_nmaz_landbasedwind_class6_moderate_6,0.181
